#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	8693	10570	+	BEEJFJ_01180	67.7	4.6		RefSeq:WP_251445175.1, SO:0001217, UniParc:UPI00203A7E75, UniRef:UniRef100_UPI00203A7E75, UniRef:UniRef50_UPI00203A7E75, UniRef:UniRef90_UPI00203A7E75
contig_2	10587	11030	+	BEEJFJ_01185	16.4	9.4		RefSeq:WP_251445178.1, SO:0001217, UniParc:UPI00203B0756, UniRef:UniRef100_UPI00203B0756, UniRef:UniRef50_UPI00203B0756, UniRef:UniRef90_UPI00203B0756
contig_2	14010	14564	-	BEEJFJ_01205	20.1	8.5		RefSeq:WP_251445189.1, SO:0001217, UniParc:UPI00203BADEF, UniRef:UniRef100_UPI00203BADEF, UniRef:UniRef50_UPI00203BADEF, UniRef:UniRef90_UPI00203BADEF
contig_2	31592	32707	+	BEEJFJ_01280	39.6	5.8		RefSeq:WP_251445229.1, SO:0001217, UniParc:UPI002040C51C, UniRef:UniRef100_UPI002040C51C, UniRef:UniRef50_UPI002040C51C, UniRef:UniRef90_UPI002040C51C
contig_2	67136	67828	-	BEEJFJ_01455	26.3	4.1		RefSeq:WP_251445322.1, SO:0001217, UniParc:UPI00203C5C8C, UniRef:UniRef100_UPI00203C5C8C, UniRef:UniRef50_UPI00203C5C8C, UniRef:UniRef90_UPI00203C5C8C
contig_2	70912	71307	-	BEEJFJ_01475	15.0	4.7		RefSeq:WP_251445335.1, SO:0001217, UniParc:UPI0020406BCE, UniRef:UniRef100_UPI0020406BCE, UniRef:UniRef50_UPI0020406BCE, UniRef:UniRef90_UPI0020406BCE
contig_2	71334	71747	-	BEEJFJ_01480	15.3	5.2		SO:0001217, UniRef:UniRef50_UPI00203DE342, UniRef:UniRef90_UPI00203DE342
contig_2	72232	72357	-	BEEJFJ_01485	4.6	4.4		
contig_2	120793	120936	-	BEEJFJ_01665	5.2	6.7		
contig_2	120921	121817	-	BEEJFJ_01670	34.2	4.8		RefSeq:WP_251445438.1, SO:0001217, UniParc:UPI00203C47F8, UniRef:UniRef100_UPI00203C47F8, UniRef:UniRef50_UPI00203C47F8, UniRef:UniRef90_UPI00203C47F8
contig_2	148064	148927	-	BEEJFJ_01870	30.6	5.6		RefSeq:WP_251445548.1, SO:0001217, UniParc:UPI0020405500, UniRef:UniRef100_UPI0020405500, UniRef:UniRef50_UPI0020405500, UniRef:UniRef90_UPI0020405500
contig_3	11339	36454	+	BEEJFJ_01935	888.4	4.5	PF00415.22|RCC1, PF02368.22|Big_2, PF13540.10|RCC1_2, PF20606.2|DUF6799	PFAM:PF00415.22, PFAM:PF02368.22, PFAM:PF13540.10, PFAM:PF20606.2
contig_3	107059	111735	+	BEEJFJ_01945	171.1	4.4		RefSeq:WP_251445603.1, SO:0001217, UniParc:UPI00203ED168, UniRef:UniRef100_UPI00203ED168, UniRef:UniRef50_UPI00203ED168, UniRef:UniRef90_UPI00203ED168
contig_3	121863	125480	-	BEEJFJ_01955	128.0	9.9		
contig_3	125535	131030	-	BEEJFJ_01960	190.5	10.9		
contig_4	13462	14502	+	BEEJFJ_02010	38.3	5.5		RefSeq:WP_251445630.1, SO:0001217, UniParc:UPI0020416FAE, UniRef:UniRef100_UPI0020416FAE, UniRef:UniRef50_UPI0020416FAE, UniRef:UniRef90_UPI0020416FAE
contig_4	14967	15185	-	BEEJFJ_02020	7.9	6.1		RefSeq:WP_251445634.1, SO:0001217, UniParc:UPI00203C96BB, UniRef:UniRef100_UPI00203C96BB, UniRef:UniRef50_A0A9D5MBT0, UniRef:UniRef90_UPI00203C96BB
contig_4	17978	18322	+	BEEJFJ_02040	13.3	4.7		RefSeq:WP_251445643.1, SO:0001217, UniParc:UPI00203C3C68, UniRef:UniRef100_UPI00203C3C68, UniRef:UniRef50_A0A212KAV6, UniRef:UniRef90_UPI00203C3C68
contig_4	68896	69270	-	BEEJFJ_02230	12.9	6.6		RefSeq:WP_251445755.1, SO:0001217, UniParc:UPI002041A092, UniRef:UniRef100_UPI002041A092, UniRef:UniRef50_UPI002041A092, UniRef:UniRef90_UPI002041A092
contig_4	69276	70211	-	BEEJFJ_02235	34.7	5.1		RefSeq:WP_251445758.1, SO:0001217, UniParc:UPI002040E9AB, UniRef:UniRef100_UPI002040E9AB, UniRef:UniRef50_UPI002040E9AB, UniRef:UniRef90_UPI002040E9AB
contig_4	70801	71394	-	BEEJFJ_02245	21.5	4.5		RefSeq:WP_251445764.1, SO:0001217, UniParc:UPI00203B76E6, UniRef:UniRef100_UPI00203B76E6, UniRef:UniRef50_UPI00203B76E6, UniRef:UniRef90_UPI00203B76E6
contig_4	71588	72007	-	BEEJFJ_02255	15.4	5.9		SO:0001217, UniRef:UniRef50_UPI0023F0657A, UniRef:UniRef90_UPI00203A4642
contig_4	73427	73921	-	BEEJFJ_02270	17.5	4.9		RefSeq:WP_251445780.1, SO:0001217, UniParc:UPI00203FDAB6, UniRef:UniRef100_UPI00203FDAB6, UniRef:UniRef50_UPI00203FDAB6, UniRef:UniRef90_UPI00203FDAB6
contig_4	73918	74244	-	BEEJFJ_02275	12.5	5.0		RefSeq:WP_251445782.1, SO:0001217, UniParc:UPI00203C4E6C, UniRef:UniRef100_UPI00203C4E6C, UniRef:UniRef50_UPI00203C4E6C, UniRef:UniRef90_UPI00203C4E6C
contig_4	74244	74591	-	BEEJFJ_02280	12.2	4.9		RefSeq:WP_251445785.1, SO:0001217, UniParc:UPI0020422FE8, UniRef:UniRef100_UPI0020422FE8, UniRef:UniRef50_UPI0020422FE8, UniRef:UniRef90_UPI0020422FE8
contig_4	76081	76998	-	BEEJFJ_02295	33.5	5.3		RefSeq:WP_251445793.1, SO:0001217, UniParc:UPI00203CA08E, UniRef:UniRef100_UPI00203CA08E, UniRef:UniRef50_A0A1Y4W735, UniRef:UniRef90_UPI00203CA08E
contig_4	88244	88840	-	BEEJFJ_02340	23.2	6.7		RefSeq:WP_251445817.1, SO:0001217, UniParc:UPI00203D39D0, UniRef:UniRef100_UPI00203D39D0, UniRef:UniRef50_UPI00203D39D0, UniRef:UniRef90_UPI00203D39D0
contig_4	89689	91173	-	BEEJFJ_02350	55.9	5.1		RefSeq:WP_251445823.1, SO:0001217, UniParc:UPI00203A8AD6, UniRef:UniRef100_UPI00203A8AD6, UniRef:UniRef50_UPI00203A8AD6, UniRef:UniRef90_UPI00203A8AD6
contig_4	91249	91527	+	BEEJFJ_02355	9.3	4.2		RefSeq:WP_251445826.1, SO:0001217, UniParc:UPI00203E4004, UniRef:UniRef100_UPI00203E4004, UniRef:UniRef50_UPI00203E4004, UniRef:UniRef90_UPI00203E4004
contig_4	91606	91992	-	BEEJFJ_02360	14.4	5.1		RefSeq:WP_251445828.1, SO:0001217, UniParc:UPI00204113E0, UniRef:UniRef100_UPI00204113E0, UniRef:UniRef50_UPI00204113E0, UniRef:UniRef90_UPI00204113E0
contig_4	95532	95906	-	BEEJFJ_02370	13.4	4.7		RefSeq:WP_251445834.1, SO:0001217, UniParc:UPI00203DE3DD, UniRef:UniRef100_UPI00203DE3DD, UniRef:UniRef50_UPI00203DE3DD, UniRef:UniRef90_UPI00203DE3DD
contig_4	96049	96450	+	BEEJFJ_02375	14.8	5.6		RefSeq:WP_251445837.1, SO:0001217, UniParc:UPI00203DE33C, UniRef:UniRef100_UPI00203DE33C, UniRef:UniRef50_UPI00203DE33C, UniRef:UniRef90_UPI00203DE33C
contig_4	109709	110080	-	BEEJFJ_02410	13.7	5.1		RefSeq:WP_251445855.1, SO:0001217, UniParc:UPI0020405B82, UniRef:UniRef100_UPI0020405B82, UniRef:UniRef50_UPI00204113E0, UniRef:UniRef90_UPI0020405B82
contig_4	110188	111006	-	BEEJFJ_02415	29.7	4.7		RefSeq:WP_251445858.1, SO:0001217, UniParc:UPI002041B6EE, UniRef:UniRef100_UPI002041B6EE, UniRef:UniRef50_UPI002041B6EE, UniRef:UniRef90_UPI002041B6EE
contig_4	111028	112344	-	BEEJFJ_02420	47.4	4.7		RefSeq:WP_251445861.1, SO:0001217, UniParc:UPI00203CDEB0, UniRef:UniRef100_UPI00203CDEB0, UniRef:UniRef50_UPI00203CDEB0, UniRef:UniRef90_UPI00203CDEB0
contig_4	114175	115854	-	BEEJFJ_02430	62.3	5.3		RefSeq:WP_251445866.1, SO:0001217, UniParc:UPI00203EE223, UniRef:UniRef100_UPI00203EE223, UniRef:UniRef50_UPI00203EE223, UniRef:UniRef90_UPI00203EE223
contig_4	117312	117599	+	BEEJFJ_02445	10.3	9.1		RefSeq:WP_251445875.1, SO:0001217, UniParc:UPI00203DB22B, UniRef:UniRef100_UPI00203DB22B, UniRef:UniRef50_UPI00203DB22B, UniRef:UniRef90_UPI00203DB22B
contig_5	15376	16062	+	BEEJFJ_02575	25.8	7.9		RefSeq:WP_251445934.1, SO:0001217, UniParc:UPI00203B1384, UniRef:UniRef100_UPI00203B1384, UniRef:UniRef50_UPI00203B1384, UniRef:UniRef90_UPI00203B1384
contig_5	29357	29635	+	BEEJFJ_02635	9.5	8.0		RefSeq:WP_251445967.1, SO:0001217, UniParc:UPI00203E6B9E, UniRef:UniRef100_UPI00203E6B9E, UniRef:UniRef50_UPI00203E6B9E, UniRef:UniRef90_UPI00203E6B9E
contig_5	29663	30148	+	BEEJFJ_02640	16.7	4.5		RefSeq:WP_251445970.1, SO:0001217, UniParc:UPI00203B86CB, UniRef:UniRef100_UPI00203B86CB, UniRef:UniRef50_A0A1Y3XGD1, UniRef:UniRef90_UPI00203B86CB
contig_5	30141	30380	+	BEEJFJ_02645	8.7	4.3		RefSeq:WP_251445972.1, SO:0001217, UniParc:UPI0020421227, UniRef:UniRef100_UPI0020421227, UniRef:UniRef50_UPI0020421227, UniRef:UniRef90_UPI0020421227
contig_5	44860	45648	-	BEEJFJ_02710	27.9	6.5		RefSeq:WP_251446007.1, SO:0001217, UniParc:UPI00203DB2B1, UniRef:UniRef100_UPI00203DB2B1, UniRef:UniRef50_A6P1L5, UniRef:UniRef90_UPI00203DB2B1
contig_5	55439	55696	-	BEEJFJ_02775	9.6	9.0		RefSeq:WP_251446036.1, SO:0001217, UniParc:UPI00203A6DC1, UniRef:UniRef100_UPI00203A6DC1, UniRef:UniRef50_UPI00203A6DC1, UniRef:UniRef90_UPI00203A6DC1
contig_5	63149	63391	+	BEEJFJ_02815	9.1	4.6		RefSeq:WP_251446058.1, SO:0001217, UniParc:UPI00203E9FE6, UniRef:UniRef100_UPI00203E9FE6, UniRef:UniRef50_UPI00203E9FE6, UniRef:UniRef90_UPI00203E9FE6
contig_5	75757	76449	-	BEEJFJ_02875	25.5	10.0		RefSeq:WP_251446092.1, SO:0001217, UniParc:UPI00203D03E0, UniRef:UniRef100_UPI00203D03E0, UniRef:UniRef50_UPI00203D03E0, UniRef:UniRef90_UPI00203D03E0
contig_6	36	1205	-	BEEJFJ_02975	41.9	4.2		RefSeq:WP_251446153.1, SO:0001217, UniParc:UPI00203F96C8, UniRef:UniRef100_UPI00203F96C8, UniRef:UniRef50_UPI00203F96C8, UniRef:UniRef90_UPI00203F96C8
contig_6	3434	3841	-	BEEJFJ_02990	14.6	8.7		SO:0001217, UniRef:UniRef50_UPI0020400E35, UniRef:UniRef90_UPI0020400E35
contig_6	3939	4277	-	BEEJFJ_02995	12.8	9.8		RefSeq:WP_251446165.1, SO:0001217, UniParc:UPI00203E6007, UniRef:UniRef100_UPI00203E6007, UniRef:UniRef50_UPI00203E6007, UniRef:UniRef90_UPI00203E6007
contig_6	4274	4954	-	BEEJFJ_03000	26.1	4.9		SO:0001217, UniRef:UniRef50_UPI00204052F5, UniRef:UniRef90_UPI00204052F5
contig_6	35802	35966	-	BEEJFJ_03130	6.4	5.0		RefSeq:WP_251446245.1, SO:0001217, UniParc:UPI00203AF2B3, UniRef:UniRef100_UPI00203AF2B3, UniRef:UniRef50_UPI00203AF2B3, UniRef:UniRef90_UPI00203AF2B3
contig_6	71240	71578	-	BEEJFJ_03310	12.0	9.2		RefSeq:WP_251446354.1, SO:0001217, UniParc:UPI00203E5975, UniRef:UniRef100_UPI00203E5975, UniRef:UniRef50_UPI00203E5975, UniRef:UniRef90_UPI00203E5975
contig_6	76112	76651	-	BEEJFJ_03335	20.8	4.9		RefSeq:WP_251446368.1, SO:0001217, UniParc:UPI00203F72D9, UniRef:UniRef100_UPI00203F72D9, UniRef:UniRef50_UPI00203F72D9, UniRef:UniRef90_UPI00203F72D9
contig_7	47581	47751	+	BEEJFJ_03650	5.5	7.9		RefSeq:WP_251446546.1, SO:0001217, UniParc:UPI00203FECD6, UniRef:UniRef100_UPI00203FECD6, UniRef:UniRef50_UPI00203FECD6, UniRef:UniRef90_UPI00203FECD6
contig_8	25230	26696	-	BEEJFJ_03965	54.1	4.6		RefSeq:WP_251446743.1, SO:0001217, UniParc:UPI002040029A, UniRef:UniRef100_UPI002040029A, UniRef:UniRef50_UPI002040029A, UniRef:UniRef90_UPI002040029A
contig_8	57504	58673	-	BEEJFJ_04115	41.4	9.2		SO:0001217, UniRef:UniRef50_UPI00203CFAC9, UniRef:UniRef90_UPI00203B4722
contig_8	62784	65135	-	BEEJFJ_04140	82.9	5.5	PF00456.25|Transketolase_N, PF02878.20|PGM_PMM_I, PF02879.20|PGM_PMM_II, PF02880.20|PGM_PMM_III	PFAM:PF00456.25, PFAM:PF02878.20, PFAM:PF02879.20, PFAM:PF02880.20
contig_8	77740	78036	-	BEEJFJ_04210	11.1	5.1		RefSeq:WP_251446884.1, SO:0001217, UniParc:UPI00203DE574, UniRef:UniRef100_UPI00203DE574, UniRef:UniRef50_UPI00203DE574, UniRef:UniRef90_UPI00203DE574
contig_9	17797	18453	-	BEEJFJ_04330	25.0	9.8		SO:0001217, UniRef:UniRef50_A0A133XX78
contig_9	33685	33945	-	BEEJFJ_04430	9.1	4.7		RefSeq:WP_251447016.1, SO:0001217, UniParc:UPI002041991F, UniRef:UniRef100_UPI002041991F, UniRef:UniRef50_UPI002041991F, UniRef:UniRef90_UPI002041991F
contig_9	33938	34213	-	BEEJFJ_04435	10.0	4.6		RefSeq:WP_251447019.1, SO:0001217, UniParc:UPI00203C3F55, UniRef:UniRef100_UPI00203C3F55, UniRef:UniRef50_UPI00203C3F55, UniRef:UniRef90_UPI00203C3F55
contig_9	35174	35596	-	BEEJFJ_04445	15.5	4.9		RefSeq:WP_251447028.1, SO:0001217, UniParc:UPI00203B9211, UniRef:UniRef100_UPI00203B9211, UniRef:UniRef50_UPI00203B9211, UniRef:UniRef90_UPI00203B9211
contig_9	35580	36014	-	BEEJFJ_04450	16.7	4.6		RefSeq:WP_251447031.1, SO:0001217, UniParc:UPI00203EBDFF, UniRef:UniRef100_UPI00203EBDFF, UniRef:UniRef50_UPI00203EBDFF, UniRef:UniRef90_UPI00203EBDFF
contig_9	36011	36388	-	BEEJFJ_04455	14.6	5.4		RefSeq:WP_251447034.1, SO:0001217, UniParc:UPI00203FEAF4, UniRef:UniRef100_UPI00203FEAF4, UniRef:UniRef50_UPI00203FEAF4, UniRef:UniRef90_UPI00203FEAF4
contig_9	36809	37189	-	BEEJFJ_04460	14.4	9.3		RefSeq:WP_251447037.1, SO:0001217, UniParc:UPI00203BE03D, UniRef:UniRef100_UPI00203BE03D, UniRef:UniRef50_UPI00203BE03D, UniRef:UniRef90_UPI00203BE03D
contig_9	37962	39311	-	BEEJFJ_04465	47.5	4.8		RefSeq:WP_251447040.1, SO:0001217, UniParc:UPI00204146CD, UniRef:UniRef100_UPI00204146CD, UniRef:UniRef50_UPI00204146CD, UniRef:UniRef90_UPI00204146CD
contig_9	39308	39640	-	BEEJFJ_04470	12.5	4.6		RefSeq:WP_251447041.1, SO:0001217, UniParc:UPI00203BFE0E, UniRef:UniRef100_UPI00203BFE0E, UniRef:UniRef50_UPI00203BFE0E, UniRef:UniRef90_UPI00203BFE0E
contig_9	39806	40081	-	BEEJFJ_04480	10.0	4.2		RefSeq:WP_251447045.1, SO:0001217, UniParc:UPI0020407BBF, UniRef:UniRef100_UPI0020407BBF, UniRef:UniRef50_UPI0020407BBF, UniRef:UniRef90_UPI0020407BBF
contig_9	40078	40860	-	BEEJFJ_04485	27.6	5.5		RefSeq:WP_251447047.1, SO:0001217, UniParc:UPI0020412E5C, UniRef:UniRef100_UPI0020412E5C, UniRef:UniRef50_UPI0020412E5C, UniRef:UniRef90_UPI0020412E5C
contig_9	43105	44097	-	BEEJFJ_04510	36.0	7.6		RefSeq:WP_251447056.1, SO:0001217, UniParc:UPI00203F9C27, UniRef:UniRef100_UPI00203F9C27, UniRef:UniRef50_UPI00203F9C27, UniRef:UniRef90_UPI00203F9C27
contig_9	47015	47275	+	BEEJFJ_04525	9.6	6.1		RefSeq:WP_251447062.1, SO:0001217, UniParc:UPI00203F6452, UniRef:UniRef100_UPI00203F6452, UniRef:UniRef50_UPI00203F6452, UniRef:UniRef90_UPI00203F6452
contig_9	49463	49915	-	BEEJFJ_04545	17.1	5.4	PF20765.1|DUF6838	PFAM:PF20765.1, RefSeq:WP_251447070.1, SO:0001217, UniParc:UPI00203DDE2B, UniRef:UniRef100_UPI00203DDE2B, UniRef:UniRef50_UPI00203DDE2B, UniRef:UniRef90_UPI00203DDE2B
contig_9	49916	50332	-	BEEJFJ_04550	15.5	10.9		RefSeq:WP_251447072.1, SO:0001217, UniParc:UPI00203CA9F0, UniRef:UniRef100_UPI00203CA9F0, UniRef:UniRef50_UPI00203CA9F0, UniRef:UniRef90_UPI00203CA9F0
contig_9	50332	50943	-	BEEJFJ_04555	23.1	8.6		RefSeq:WP_251447074.1, SO:0001217, UniParc:UPI002042566D, UniRef:UniRef100_UPI002042566D, UniRef:UniRef50_UPI002042566D, UniRef:UniRef90_UPI002042566D
contig_9	51537	51983	-	BEEJFJ_04570	14.8	5.4		RefSeq:WP_251447080.1, SO:0001217, UniParc:UPI00203C6B5F, UniRef:UniRef100_UPI00203C6B5F, UniRef:UniRef50_UPI00203C6B5F, UniRef:UniRef90_UPI00203C6B5F
contig_9	55227	55454	-	BEEJFJ_04590	8.0	10.0		RefSeq:WP_251447088.1, SO:0001217, UniParc:UPI00203B050E, UniRef:UniRef100_UPI00203B050E, UniRef:UniRef50_A0A1Y3REU1, UniRef:UniRef90_UPI00203B050E
contig_9	58323	58496	-	BEEJFJ_04605	6.6	6.5		RefSeq:WP_251447094.1, SO:0001217, UniParc:UPI00204179A8, UniRef:UniRef100_UPI00204179A8, UniRef:UniRef50_UPI00204179A8, UniRef:UniRef90_UPI00204179A8
contig_9	60026	60619	-	BEEJFJ_04620	22.5	5.1		SO:0001217, UniRef:UniRef50_UPI00203BAB11, UniRef:UniRef90_UPI00203BAB11
contig_9	60677	61015	-	BEEJFJ_04625	13.1	4.5		RefSeq:WP_251447101.1, SO:0001217, UniParc:UPI00203F6A7D, UniRef:UniRef100_UPI00203F6A7D, UniRef:UniRef50_UPI00203F6A7D, UniRef:UniRef90_UPI00203F6A7D
contig_9	62958	63311	-	BEEJFJ_04635	13.5	8.0		RefSeq:WP_251447105.1, SO:0001217, UniParc:UPI0020412912, UniRef:UniRef100_UPI0020412912, UniRef:UniRef50_UPI0020412912, UniRef:UniRef90_UPI0020412912
contig_9	67765	68034	-	BEEJFJ_04660	10.2	9.4		
contig_9	75615	75908	+	BEEJFJ_04705	9.3	4.5		RefSeq:WP_251447149.1, SO:0001217, UniParc:UPI002040FDAD, UniRef:UniRef100_UPI002040FDAD, UniRef:UniRef50_UPI002040FDAD, UniRef:UniRef90_UPI002040FDAD
contig_10	4694	5473	-	BEEJFJ_04740	28.2	9.4		RefSeq:WP_251447174.1, SO:0001217, UniParc:UPI0020424BD1, UniRef:UniRef100_UPI0020424BD1, UniRef:UniRef50_UPI0020424BD1, UniRef:UniRef90_UPI0020424BD1
contig_10	31673	31942	-	BEEJFJ_04870	9.7	5.0		RefSeq:WP_251447226.1, SO:0001217, UniParc:UPI00203BBF74, UniRef:UniRef100_UPI00203BBF74, UniRef:UniRef50_UPI00203BBF74, UniRef:UniRef90_UPI00203BBF74
contig_10	65212	65406	-	BEEJFJ_05015	7.6	5.3		RefSeq:WP_251447290.1, SO:0001217, UniParc:UPI00203E83E7, UniRef:UniRef100_UPI00203E83E7, UniRef:UniRef50_UPI00203E83E7, UniRef:UniRef90_UPI00203E83E7
contig_11	8663	8932	+	BEEJFJ_05080	9.6	4.4		
contig_11	8970	9779	+	BEEJFJ_05085	32.5	6.0		SO:0001217, UniRef:UniRef50_UPI00203E6C19, UniRef:UniRef90_UPI00203E6C19
contig_11	10398	10739	+	BEEJFJ_05095	11.7	4.8		SO:0001217, UniRef:UniRef50_UPI00203C744B, UniRef:UniRef90_UPI00203C744B
contig_11	13679	14092	+	BEEJFJ_05110	14.5	6.6		RefSeq:WP_251447350.1, SO:0001217, UniParc:UPI00203F039A, UniRef:UniRef100_UPI00203F039A, UniRef:UniRef50_UPI00203F039A, UniRef:UniRef90_UPI00203F039A
contig_11	14141	14698	+	BEEJFJ_05115	20.0	5.9		RefSeq:WP_251447353.1, SO:0001217, UniParc:UPI00203AD3BF, UniRef:UniRef100_UPI00203AD3BF, UniRef:UniRef50_UPI00203AD3BF, UniRef:UniRef90_UPI00203AD3BF
