ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
879213431	138136575	Pseudo.fna	Intestinimonas_timonensis__GCF_900626145.1.fna	66.915909	2662	3593	1386	0.443165	0.400000	0.500000
962599507	879213431	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	Pseudo.fna	68.635941	3690	2662	1515	0.477015	0.400000	0.500000
962599507	737689888	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	69.396484	3690	2966	1607	0.482873	0.400000	0.500000
962599507	551281437	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	70.212230	3690	3113	1713	0.503601	0.400000	0.500000
962599507	979936460	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	70.239024	3690	3380	1731	0.489675	0.400000	0.500000
962599507	946574880	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	73.423925	3690	4007	1954	0.507730	0.400000	0.500000
777054284	879213431	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	Pseudo.fna	67.143076	3210	2662	1401	0.477180	0.400000	0.500000
777054284	737689888	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	68.096178	3210	2966	1439	0.465997	0.400000	0.500000
777054284	551281437	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	67.994765	3210	3113	1471	0.465285	0.400000	0.500000
777054284	979936460	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	69.067916	3210	3380	1521	0.461608	0.400000	0.500000
777054284	946574880	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	69.008164	3210	4007	1574	0.436192	0.400000	0.500000
62447427	879213431	Lawsonibacter_hominis__GCF_014287895.1.fna	Pseudo.fna	70.624361	3421	2662	1566	0.514878	0.400000	0.500000
62447427	737689888	Lawsonibacter_hominis__GCF_014287895.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	69.943630	3421	2966	1507	0.471896	0.400000	0.500000
62447427	551281437	Lawsonibacter_hominis__GCF_014287895.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	70.919095	3421	3113	1613	0.493725	0.400000	0.500000
62447427	979936460	Lawsonibacter_hominis__GCF_014287895.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	70.398633	3421	3380	1573	0.462579	0.400000	0.500000
62447427	946574880	Lawsonibacter_hominis__GCF_014287895.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	71.583333	3421	4007	1674	0.450727	0.400000	0.500000
737689888	757426356	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Candidatus_Flavonifractor_avistercoris__GCA_019119085.1.fna	70.540294	2966	2608	1463	0.524937	0.400000	0.500000
737689888	445509998	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Candidatus_Enterenecus_avicola__GCA_018715985.1.fna	64.680162	2966	1644	925	0.401302	0.400000	0.500000
737689888	375308717	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Vermiculatibacterium_agrestimuris__GCA_943193085.1.fna	65.572294	2966	2041	1155	0.461354	0.400000	0.500000
737689888	879213431	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Pseudo.fna	67.037814	2966	2662	1354	0.481166	0.400000	0.500000
737689888	962599507	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	69.396484	2966	3690	1607	0.482873	0.400000	0.500000
737689888	777054284	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	68.096178	2966	3210	1439	0.465997	0.400000	0.500000
737689888	62447427	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Lawsonibacter_hominis__GCF_014287895.1.fna	69.943630	2966	3421	1507	0.471896	0.400000	0.500000
737689888	737689888	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	100.000000	2966	2966	2960	0.997977	0.400000	0.500000
737689888	551281437	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	98.289944	2966	3113	2501	0.822833	0.400000	0.500000
737689888	979936460	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	69.183418	2966	3380	1571	0.495115	0.400000	0.500000
737689888	988925773	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	68.129391	2966	3207	1446	0.468492	0.400000	0.500000
737689888	409004637	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Lawsonibacter_faecis__GCF_014287675.1.fna	68.364833	2966	3566	1500	0.459277	0.400000	0.500000
737689888	946574880	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	69.986007	2966	4007	1633	0.468378	0.400000	0.500000
737689888	228710848	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Flintibacter_porci__GCF_041925195.1.fna	66.188284	2966	3309	1323	0.421673	0.400000	0.500000
737689888	805985537	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Flavonifractor_porci__GCF_037572415.1.fna	70.954241	2966	3255	1674	0.538177	0.400000	0.500000
737689888	142380147	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	71.509495	2966	4381	1664	0.452974	0.400000	0.500000
737689888	138136575	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	Intestinimonas_timonensis__GCF_900626145.1.fna	68.135747	2966	3593	1512	0.461046	0.400000	0.500000
551281437	757426356	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Candidatus_Flavonifractor_avistercoris__GCA_019119085.1.fna	70.413246	3113	2608	1491	0.521238	0.400000	0.500000
551281437	445509998	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Candidatus_Enterenecus_avicola__GCA_018715985.1.fna	64.896602	3113	1644	927	0.389741	0.400000	0.500000
551281437	375308717	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Vermiculatibacterium_agrestimuris__GCA_943193085.1.fna	65.196807	3113	2041	1190	0.461777	0.400000	0.500000
551281437	879213431	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Pseudo.fna	67.976093	3113	2662	1441	0.499048	0.400000	0.500000
551281437	962599507	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	70.212230	3113	3690	1713	0.503601	0.400000	0.500000
551281437	777054284	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	67.994765	3113	3210	1471	0.465285	0.400000	0.500000
551281437	62447427	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Lawsonibacter_hominis__GCF_014287895.1.fna	70.919095	3113	3421	1613	0.493725	0.400000	0.500000
551281437	737689888	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	98.289944	3113	2966	2501	0.822833	0.400000	0.500000
551281437	551281437	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	100.000000	3113	3113	3104	0.997109	0.400000	0.500000
551281437	979936460	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	69.725346	3113	3380	1663	0.512244	0.400000	0.500000
551281437	988925773	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	68.012322	3113	3207	1473	0.466139	0.400000	0.500000
551281437	409004637	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Lawsonibacter_faecis__GCF_014287675.1.fna	68.178252	3113	3566	1545	0.462644	0.400000	0.500000
551281437	946574880	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	71.930824	3113	4007	1747	0.490730	0.400000	0.500000
551281437	228710848	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Flintibacter_porci__GCF_041925195.1.fna	66.687882	3113	3309	1374	0.427904	0.400000	0.500000
551281437	805985537	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Flavonifractor_porci__GCF_037572415.1.fna	70.733871	3113	3255	1643	0.516018	0.400000	0.500000
551281437	142380147	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	70.029668	3113	4381	1687	0.450227	0.400000	0.500000
551281437	138136575	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	Intestinimonas_timonensis__GCF_900626145.1.fna	68.343742	3113	3593	1550	0.462273	0.400000	0.500000
979936460	757426356	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Candidatus_Flavonifractor_avistercoris__GCA_019119085.1.fna	70.204740	3380	2608	1498	0.500334	0.400000	0.500000
979936460	445509998	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Candidatus_Enterenecus_avicola__GCA_018715985.1.fna	65.132726	3380	1644	961	0.382564	0.400000	0.500000
979936460	375308717	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Vermiculatibacterium_agrestimuris__GCA_943193085.1.fna	65.907922	3380	2041	1174	0.433130	0.400000	0.500000
979936460	879213431	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Pseudo.fna	67.398536	3380	2662	1400	0.463423	0.400000	0.500000
979936460	962599507	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	70.239024	3380	3690	1731	0.489675	0.400000	0.500000
979936460	777054284	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	69.067916	3380	3210	1521	0.461608	0.400000	0.500000
979936460	62447427	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Lawsonibacter_hominis__GCF_014287895.1.fna	70.398633	3380	3421	1573	0.462579	0.400000	0.500000
979936460	737689888	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	69.183418	3380	2966	1571	0.495115	0.400000	0.500000
979936460	551281437	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	69.725346	3380	3113	1663	0.512244	0.400000	0.500000
979936460	979936460	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	100.000000	3380	3380	3380	1.000000	0.400000	0.500000
979936460	988925773	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	69.087352	3380	3207	1522	0.462122	0.400000	0.500000
979936460	409004637	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Lawsonibacter_faecis__GCF_014287675.1.fna	73.810529	3380	3566	1852	0.533257	0.400000	0.500000
979936460	946574880	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	89.967606	3380	4007	2431	0.658183	0.400000	0.500000
979936460	228710848	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Flintibacter_porci__GCF_041925195.1.fna	66.974652	3380	3309	1436	0.429362	0.400000	0.500000
979936460	805985537	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Flavonifractor_porci__GCF_037572415.1.fna	71.006534	3380	3255	1630	0.491334	0.400000	0.500000
979936460	142380147	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	69.699492	3380	4381	1673	0.431130	0.400000	0.500000
979936460	138136575	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	Intestinimonas_timonensis__GCF_900626145.1.fna	69.171491	3380	3593	1603	0.459773	0.400000	0.500000
988925773	879213431	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	Pseudo.fna	67.157690	3207	2662	1398	0.476401	0.400000	0.500000
988925773	737689888	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	68.129391	3207	2966	1446	0.468492	0.400000	0.500000
988925773	551281437	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	68.012322	3207	3113	1473	0.466139	0.400000	0.500000
988925773	979936460	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	69.087352	3207	3380	1522	0.462122	0.400000	0.500000
988925773	946574880	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	69.011104	3207	4007	1576	0.436928	0.400000	0.500000
409004637	879213431	Lawsonibacter_faecis__GCF_014287675.1.fna	Pseudo.fna	67.142089	3566	2662	1422	0.456647	0.400000	0.500000
409004637	737689888	Lawsonibacter_faecis__GCF_014287675.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	68.364833	3566	2966	1500	0.459277	0.400000	0.500000
409004637	551281437	Lawsonibacter_faecis__GCF_014287675.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	68.178252	3566	3113	1545	0.462644	0.400000	0.500000
409004637	979936460	Lawsonibacter_faecis__GCF_014287675.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	73.810529	3566	3380	1852	0.533257	0.400000	0.500000
409004637	946574880	Lawsonibacter_faecis__GCF_014287675.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	74.222790	3566	4007	1889	0.498878	0.400000	0.500000
946574880	757426356	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Candidatus_Flavonifractor_avistercoris__GCA_019119085.1.fna	70.109617	4007	2608	1487	0.449584	0.400000	0.500000
946574880	445509998	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Candidatus_Enterenecus_avicola__GCA_018715985.1.fna	64.940093	4007	1644	969	0.342948	0.400000	0.500000
946574880	375308717	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Vermiculatibacterium_agrestimuris__GCA_943193085.1.fna	65.997504	4007	2041	1162	0.384259	0.400000	0.500000
946574880	879213431	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Pseudo.fna	69.279175	4007	2662	1491	0.447143	0.400000	0.500000
946574880	962599507	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Intestinimonas_aquisgranensis__GCA_020687605.1.fna	73.423925	4007	3690	1954	0.507730	0.400000	0.500000
946574880	777054284	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Intestinimonas_butyriciproducens__GCF_004154955.1.fna	69.008164	4007	3210	1574	0.436192	0.400000	0.500000
946574880	62447427	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Lawsonibacter_hominis__GCF_014287895.1.fna	71.583333	4007	3421	1674	0.450727	0.400000	0.500000
946574880	737689888	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	69.986007	4007	2966	1633	0.468378	0.400000	0.500000
946574880	551281437	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	71.930824	4007	3113	1747	0.490730	0.400000	0.500000
946574880	979936460	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	89.967606	4007	3380	2431	0.658183	0.400000	0.500000
946574880	988925773	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Intestinimonas_butyriciproducens__GCA_003096335.1.fna	69.011104	4007	3207	1576	0.436928	0.400000	0.500000
946574880	409004637	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Lawsonibacter_faecis__GCF_014287675.1.fna	74.222790	4007	3566	1889	0.498878	0.400000	0.500000
946574880	946574880	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	100.000000	4007	4007	4000	0.998253	0.400000	0.500000
946574880	228710848	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Flintibacter_porci__GCF_041925195.1.fna	68.535309	4007	3309	1569	0.428923	0.400000	0.500000
946574880	805985537	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Flavonifractor_porci__GCF_037572415.1.fna	71.437455	4007	3255	1674	0.461030	0.400000	0.500000
946574880	142380147	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	70.899564	4007	4381	1835	0.437530	0.400000	0.500000
946574880	138136575	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	Intestinimonas_timonensis__GCF_900626145.1.fna	70.826645	4007	3593	1717	0.451842	0.400000	0.500000
228710848	879213431	Flintibacter_porci__GCF_041925195.1.fna	Pseudo.fna	66.743320	3309	2662	1280	0.428739	0.400000	0.500000
228710848	737689888	Flintibacter_porci__GCF_041925195.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	66.188284	3309	2966	1323	0.421673	0.400000	0.500000
228710848	551281437	Flintibacter_porci__GCF_041925195.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	66.687882	3309	3113	1374	0.427904	0.400000	0.500000
228710848	979936460	Flintibacter_porci__GCF_041925195.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	66.974652	3309	3380	1436	0.429362	0.400000	0.500000
228710848	946574880	Flintibacter_porci__GCF_041925195.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	68.535309	3309	4007	1569	0.428923	0.400000	0.500000
805985537	879213431	Flavonifractor_porci__GCF_037572415.1.fna	Pseudo.fna	67.923466	3255	2662	1402	0.473889	0.400000	0.500000
805985537	737689888	Flavonifractor_porci__GCF_037572415.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	70.954241	3255	2966	1674	0.538177	0.400000	0.500000
805985537	551281437	Flavonifractor_porci__GCF_037572415.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	70.733871	3255	3113	1643	0.516018	0.400000	0.500000
805985537	979936460	Flavonifractor_porci__GCF_037572415.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	71.006534	3255	3380	1630	0.491334	0.400000	0.500000
805985537	946574880	Flavonifractor_porci__GCF_037572415.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	71.437455	3255	4007	1674	0.461030	0.400000	0.500000
142380147	879213431	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	Pseudo.fna	67.678361	4381	2662	1525	0.433054	0.400000	0.500000
142380147	737689888	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	71.509495	4381	2966	1664	0.452974	0.400000	0.500000
142380147	551281437	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	70.029668	4381	3113	1687	0.450227	0.400000	0.500000
142380147	979936460	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	69.699492	4381	3380	1673	0.431130	0.400000	0.500000
142380147	946574880	Flavonifractor_plautii_DSM_6740__GCA_004345805.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	70.899564	4381	4007	1835	0.437530	0.400000	0.500000
138136575	879213431	Intestinimonas_timonensis__GCF_900626145.1.fna	Pseudo.fna	66.915909	3593	2662	1386	0.443165	0.400000	0.500000
138136575	737689888	Intestinimonas_timonensis__GCF_900626145.1.fna	Pseudoflavonifractor_hominis__GCF_014288125.1.fna	68.135747	3593	2966	1512	0.461046	0.400000	0.500000
138136575	551281437	Intestinimonas_timonensis__GCF_900626145.1.fna	Pseudoflavonifractor_gallinarum__GCA_014982855.1.fna	68.343742	3593	3113	1550	0.462273	0.400000	0.500000
138136575	979936460	Intestinimonas_timonensis__GCF_900626145.1.fna	Pseudoflavonifractor_intestinihominis__GCA_040096055.1.fna	69.171491	3593	3380	1603	0.459773	0.400000	0.500000
138136575	946574880	Intestinimonas_timonensis__GCF_900626145.1.fna	Pseudoflavonifractor_capillosus_ATCC_29799__GCA_000169255.2.fna	70.826645	3593	4007	1717	0.451842	0.400000	0.500000
