#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	667291	667701	+	MINILI_03190	15.4	5.2		RefSeq:WP_007495068.1, SO:0001217, UniParc:UPI0002420ABD, UniRef:UniRef100_A0A174NB40, UniRef:UniRef50_A0A096CQQ0, UniRef:UniRef90_A0A096CQQ0
contig_1	669182	669280	+	MINILI_03205	3.5	4.1		SO:0001217, UniParc:UPI0010E35218, UniRef:UniRef100_A0A4R2M243, UniRef:UniRef50_A0A4R2M243, UniRef:UniRef90_A0A4R2M243
contig_1	688951	689058	-	MINILI_03285	4.2	4.4		SO:0001217, UniParc:UPI000246C396, UniRef:UniRef100_G9YRD7, UniRef:UniRef50_G9YRD7, UniRef:UniRef90_A0A1C7FRE0, UniRef:UniRef90_G9YRD7
contig_1	689651	689851	-	MINILI_03300	7.6	10.0		SO:0001217, UniRef:UniRef50_G9YN61, UniRef:UniRef90_UPI001A99B559
contig_1	703743	704000	+	MINILI_03390	9.3	5.1		RefSeq:WP_007494875.1, SO:0001217, UniParc:UPI000241FD2A, UniRef:UniRef100_G9YW83, UniRef:UniRef50_G9YNR9, UniRef:UniRef90_G9YW83
contig_1	714126	714710	+	MINILI_03425	22.6	6.6		RefSeq:WP_007493910.1, SO:0001217, UniParc:UPI0002420385, UniRef:UniRef100_G9YUX0, UniRef:UniRef50_R9M8T4, UniRef:UniRef90_G9YUX0
contig_1	717627	718226	+	MINILI_03440	22.0	5.0		RefSeq:WP_007493914.1, SO:0001217, UniParc:UPI0002420388, UniRef:UniRef100_G9YUX3, UniRef:UniRef50_A0A173YV07, UniRef:UniRef90_A0A173YV07
contig_1	719930	720379	+	MINILI_03455	17.4	6.1		RefSeq:WP_163390254.1, SO:0001217, UniParc:UPI0013975C95, UniRef:UniRef100_A0A6I7GEX0, UniRef:UniRef50_A0A6I7GEX0, UniRef:UniRef90_A0A6I7GEX0
contig_1	762918	763262	+	MINILI_03635	12.6	9.5		RefSeq:WP_021631872.1, SO:0001217, UniParc:UPI0002D945AA, UniRef:UniRef100_A0A174P3N1, UniRef:UniRef90_G9YUQ5
contig_1	763674	765287	+	MINILI_03640	56.0	4.1		RefSeq:WP_007493741.1, SO:0001217, UniParc:UPI000241F50F, UniRef:UniRef100_G9YUQ7, UniRef:UniRef50_G9YUQ7, UniRef:UniRef90_G9YUQ7
contig_1	776032	776724	+	MINILI_03650	27.1	9.2		RefSeq:WP_024724846.1, SO:0001217, UniParc:UPI00046649D3, UniRef:UniRef100_A0A174BP28, UniRef:UniRef50_A0A096B221, UniRef:UniRef90_A0A174BP28
contig_1	778418	778729	+	MINILI_03660	11.9	4.8		RefSeq:WP_007493751.1, SO:0001217, UniParc:UPI000241F514, UniRef:UniRef100_G9YUR2, UniRef:UniRef50_A0A096B119, UniRef:UniRef90_G9YUR2
contig_1	807612	807917	+	MINILI_03780	11.3	8.7		RefSeq:WP_163390276.1, SO:0001217, UniParc:UPI0012BF4621, UniRef:UniRef100_A0A6I7GLL5, UniRef:UniRef50_A0A096CQF3, UniRef:UniRef90_A0A096CQF3
contig_1	852236	852628	+	MINILI_03965	14.2	6.3	PF21758.1|PAC_bac	PFAM:PF21758.1, RefSeq:WP_024723623.1, SO:0001217, UniParc:UPI0004638050, UniRef:UniRef100_A0A1C7FQZ4, UniRef:UniRef50_D9TTI7, UniRef:UniRef90_A0A096BCX4
contig_1	855215	855760	+	MINILI_03980	20.1	11.9		
contig_1	1049996	1050298	-	MINILI_04785	11.5	4.8		RefSeq:WP_007491068.1, SO:0001217, UniParc:UPI00024216B1, UniRef:UniRef100_G9YR81, UniRef:UniRef50_G9YR81, UniRef:UniRef90_G9YR81
contig_1	1051231	1051407	+	MINILI_04795	6.6	9.7		SO:0001217, UniRef:UniRef50_A0A1C5N3V9
contig_1	1074600	1074812	+	MINILI_04915	6.9	4.9		RefSeq:WP_007494893.1, SO:0001217, UniParc:UPI000241FD31, UniRef:UniRef100_A0A174S175, UniRef:UniRef50_A0A174S175, UniRef:UniRef90_A0A174S175
contig_1	1110589	1110786	-	MINILI_05095	7.8	9.4		RefSeq:WP_035301048.1, SO:0001217, UniParc:UPI0002D9CE54, UniRef:UniRef100_G9YXG4, UniRef:UniRef50_G9YXG4, UniRef:UniRef90_G9YXG4
contig_1	1116902	1116994	+	MINILI_05130	3.6	9.1		SO:0001217, UniParc:UPI0010F081BD, UniRef:UniRef100_A0A6N3E9V1, UniRef:UniRef50_A0A096B4B7, UniRef:UniRef90_A0A096B4B7
contig_1	1122907	1123407	-	MINILI_05155	18.1	10.2		RefSeq:WP_007495771.1, SO:0001217, UniParc:UPI000242172E, UniRef:UniRef100_G9YXH5, UniRef:UniRef50_A0A096B4C1, UniRef:UniRef90_A0A096B4C1
contig_1	1144883	1145338	+	MINILI_05270	17.4	8.6		RefSeq:WP_039997597.1, SO:0001217, UniParc:UPI000586AB08, UniRef:UniRef100_G9YUI6, UniRef:UniRef50_G9YUI6, UniRef:UniRef90_G9YUI6
contig_1	1149346	1150287	+	MINILI_05295	35.1	5.0		
contig_1	1150300	1150644	+	MINILI_05300	13.5	5.4		SO:0001217, UniParc:UPI000241FC70, UniRef:UniRef100_A0A6I7GMF8, UniRef:UniRef50_A0A6I7GMF8, UniRef:UniRef90_A0A6I7GMF8
contig_1	1150657	1151100	+	MINILI_05305	16.8	8.4		RefSeq:WP_007493628.1, SO:0001217, UniParc:UPI000241FC71, UniRef:UniRef100_G9YUJ6, UniRef:UniRef50_G9YUJ6, UniRef:UniRef90_G9YUJ6
contig_1	1152326	1152604	+	MINILI_05315	10.6	5.5		RefSeq:WP_007493636.1, SO:0001217, UniParc:UPI000241FC75, UniRef:UniRef100_G9YUK0, UniRef:UniRef50_G9YUK0, UniRef:UniRef90_G9YUK0
contig_1	1238466	1238624	-	MINILI_05755	6.2	10.1		RefSeq:WP_007488619.1, SO:0001217, UniParc:UPI000242253F, UniRef:UniRef100_G9YM17, UniRef:UniRef50_G9YM17, UniRef:UniRef90_G9YM17
contig_1	1238901	1239047	-	MINILI_05760	5.9	10.4		RefSeq:WP_009257632.1, SO:0001217, UniParc:UPI000246C668, UniRef:UniRef100_A0A174FKC4, UniRef:UniRef50_A0A174FKC4, UniRef:UniRef90_A0A174FKC4
contig_1	1271972	1272154	-	MINILI_05920	6.9	10.0		SO:0001217, UniParc:UPI0002422938, UniRef:UniRef100_A0A1C7FMI0, UniRef:UniRef50_A0A174M478, UniRef:UniRef90_A0A174M478
contig_1	1283660	1284931	+	MINILI_05995	46.2	4.1		RefSeq:WP_007494415.1, SO:0001217, UniParc:UPI000241FCFC, UniRef:UniRef100_A0A096CNJ6, UniRef:UniRef50_A0A096CNJ6, UniRef:UniRef90_A0A096CNJ6
contig_1	1313073	1313345	+	MINILI_06150	10.4	4.6		RefSeq:WP_009256657.1, SO:0001217, UniParc:UPI000246C646, UniRef:UniRef100_A0A174IT85, UniRef:UniRef50_A0A1Y4FII0, UniRef:UniRef90_A0A1Y4FII0
contig_1	1373595	1373852	-	MINILI_06430	9.6	4.7		RefSeq:WP_007494944.1, SO:0001217, UniParc:UPI00024203ED, UniRef:UniRef100_G9YWB4, UniRef:UniRef50_G9YWB4, UniRef:UniRef90_G9YWB4
contig_1	1373892	1374410	-	MINILI_06435	18.4	9.1		RefSeq:WP_007494946.1, SO:0001217, UniParc:UPI00024203EE, UniRef:UniRef100_G9YWB5, UniRef:UniRef50_G9YWB5, UniRef:UniRef90_G9YWB5
contig_1	1376671	1377372	+	MINILI_06455	26.1	5.2		RefSeq:WP_007494955.1, SO:0001217, UniParc:UPI00024203F3, UniRef:UniRef100_G9YWC0, UniRef:UniRef50_G9YWC0, UniRef:UniRef90_G9YWC0
contig_1	1377810	1378346	+	MINILI_06470	19.6	5.9		RefSeq:WP_007494960.1, SO:0001217, UniParc:UPI00024203F6, UniRef:UniRef100_G9YWC3, UniRef:UniRef50_A0A096DF51, UniRef:UniRef90_G9YWC3
contig_1	1378654	1378938	+	MINILI_06480	10.4	5.9		RefSeq:WP_007494964.1, SO:0001217, UniParc:UPI00024203F8, UniRef:UniRef100_G9YWC5, UniRef:UniRef50_A0A096CJ59, UniRef:UniRef90_G9YWC5
contig_1	1378931	1379443	+	MINILI_06485	17.1	5.9		RefSeq:WP_007494965.1, SO:0001217, UniParc:UPI00024203F9, UniRef:UniRef100_G9YWC6, UniRef:UniRef50_G9YWC6, UniRef:UniRef90_G9YWC6
contig_1	1380635	1380997	+	MINILI_06495	14.3	9.4		RefSeq:WP_007494969.1, SO:0001217, UniParc:UPI00024203FB, UniRef:UniRef100_G9YWC8, UniRef:UniRef50_G9YWC8, UniRef:UniRef90_G9YWC8
contig_1	1383669	1383920	+	MINILI_06510	9.6	5.9		SO:0001217, UniParc:UPI00024203FE, UniRef:UniRef100_G9YWD1, UniRef:UniRef50_G9YWD1, UniRef:UniRef90_G9YWD1
contig_1	1387296	1387391	+	MINILI_06525	3.5	5.5		
contig_1	1394871	1395008	+	MINILI_06565	5.0	10.2		RefSeq:WP_007494998.1, SO:0001217, UniParc:UPI000242040B, UniRef:UniRef100_G9YWE4, UniRef:UniRef50_G9YWE4, UniRef:UniRef90_G9YWE4
contig_1	1400991	1401152	+	MINILI_06620	6.3	9.6		RefSeq:WP_007495009.1, SO:0001217, UniParc:UPI0002420416, UniRef:UniRef100_G9YWF5, UniRef:UniRef50_A0A096B732, UniRef:UniRef90_G9YWF5
contig_1	1403398	1403577	+	MINILI_06640	6.9	7.9		RefSeq:WP_007495017.1, SO:0001217, UniParc:UPI000242041A, UniRef:UniRef100_G9YWF9, UniRef:UniRef50_G9YWF9, UniRef:UniRef90_G9YWF9
contig_1	1410101	1410442	+	MINILI_06680	11.7	4.3		RefSeq:WP_007495033.1, SO:0001217, UniParc:UPI0002420AB0, UniRef:UniRef100_G9YWG7, UniRef:UniRef50_A0A096CJ92, UniRef:UniRef90_A0A096CJ92
contig_1	1412448	1412810	+	MINILI_06700	13.0	4.6		RefSeq:WP_163390304.1, SO:0001217, UniParc:UPI001397BB46, UniRef:UniRef100_A0A6I7GN84, UniRef:UniRef50_A0A096B174, UniRef:UniRef90_A0A6I7GQ25
contig_1	1430545	1430667	+	MINILI_06770	4.6	11.5		SO:0001217, UniParc:UPI00024202C0, UniRef:UniRef100_G9YLB5, UniRef:UniRef50_G9YLB5, UniRef:UniRef90_G9YLB5
contig_1	1439119	1439223	+	MINILI_06810	3.9	5.9		SO:0001217, UniParc:UPI000246CA04, UniRef:UniRef100_G9YLC6, UniRef:UniRef50_G9YLC6, UniRef:UniRef90_G9YLC6
contig_1	1461341	1461634	-	MINILI_06905	10.4	4.1		RefSeq:WP_007488272.1, SO:0001217, UniParc:UPI0002420987, UniRef:UniRef100_G9YLE7, UniRef:UniRef50_A0A096BAX5, UniRef:UniRef90_A0A096BAX5
contig_1	1462125	1462403	-	MINILI_06915	9.8	9.5		RefSeq:WP_007488275.1, SO:0001217, UniParc:UPI0002420989, UniRef:UniRef100_A0A174TX56, UniRef:UniRef50_A0A174J4P8, UniRef:UniRef90_A0A174J4P8
contig_1	1479776	1480105	+	MINILI_07040	12.0	5.3		RefSeq:WP_007488305.1, SO:0001217, UniParc:UPI00024209A3, UniRef:UniRef100_A0A1C7FN39, UniRef:UniRef50_A0A096B9J2, UniRef:UniRef90_A0A096B9J2
contig_1	1503601	1503813	-	MINILI_07160	7.8	5.4		RefSeq:WP_007495294.1, SO:0001217, UniParc:UPI000241F59D, UniRef:UniRef100_G9YWU1, UniRef:UniRef50_G9YWU1, UniRef:UniRef90_G9YWU1
contig_1	1510897	1511157	-	MINILI_07190	9.5	5.4		RefSeq:WP_007495266.1, SO:0001217, UniParc:UPI0002421703, UniRef:UniRef100_A0A174LNR9, UniRef:UniRef50_A0A1M7M2V3, UniRef:UniRef90_A0A174LNR9
contig_1	1553280	1553498	+	MINILI_07375	8.0	9.6		RefSeq:WP_007492291.1, SO:0001217, UniParc:UPI0002420378, UniRef:UniRef100_A0A174A983, UniRef:UniRef50_A0A096B3X8, UniRef:UniRef90_A0A096B3X8
contig_1	1568048	1568419	+	MINILI_07460	13.2	11.5		RefSeq:WP_230982648.1, SO:0001217, UniParc:UPI001E65C5DD, UniRef:UniRef100_UPI001E65C5DD, UniRef:UniRef50_UPI001E65C5DD, UniRef:UniRef90_UPI001E65C5DD
contig_1	1601987	1602424	-	MINILI_07645	16.7	6.3		RefSeq:WP_007491496.1, SO:0001217, UniParc:UPI0002422D1D, UniRef:UniRef100_A0A174IGY3, UniRef:UniRef50_A0A174IGY3, UniRef:UniRef90_A0A174IGY3
contig_1	1613883	1614677	+	MINILI_07720	28.7	6.1		RefSeq:WP_131971281.1, SO:0001217, UniParc:UPI00104ACA0C, UniRef:UniRef100_G9YRQ7, UniRef:UniRef50_R9M8B9, UniRef:UniRef90_A0A096BBR2
contig_1	1614826	1615482	+	MINILI_07725	24.1	9.6		SO:0001217, UniRef:UniRef50_A0A174M0C8, UniRef:UniRef90_A0A174M0C8
contig_1	1638823	1639290	-	MINILI_07835	16.6	5.2		RefSeq:WP_007489783.1, SO:0001217, UniParc:UPI00024209DA, UniRef:UniRef100_G9YPA9, UniRef:UniRef50_G9YPA9, UniRef:UniRef90_G9YPA9
contig_1	1687240	1688436	-	MINILI_08075	46.7	6.5		RefSeq:WP_007492212.1, SO:0001217, UniParc:UPI000241FC63, UniRef:UniRef100_G9YSL5, UniRef:UniRef50_G9YSL5, UniRef:UniRef90_G9YSL5
contig_1	1700400	1700708	-	MINILI_08150	11.4	9.4		SO:0001217, UniParc:UPI000246BC25, UniRef:UniRef100_G9YNQ8, UniRef:UniRef50_G9YNQ8, UniRef:UniRef90_G9YNQ8
contig_1	1706181	1706441	+	MINILI_08180	9.5	4.9		RefSeq:WP_007489499.1, SO:0001217, UniParc:UPI0002423007, UniRef:UniRef100_G9YNR9, UniRef:UniRef50_G9YNR9, UniRef:UniRef90_G9YNR9
contig_1	1720079	1720330	+	MINILI_08240	9.5	4.5		RefSeq:WP_007491351.1, SO:0001217, UniParc:UPI00024225C1, UniRef:UniRef100_G9YRJ6, UniRef:UniRef50_A0A096AYK9, UniRef:UniRef90_A0A096AYK9
contig_1	1720882	1721286	+	MINILI_08250	15.1	6.0		RefSeq:WP_039997095.1, SO:0001217, UniParc:UPI00031845BF, UniRef:UniRef100_G9YRJ8, UniRef:UniRef50_A0A096D2R1, UniRef:UniRef90_A0A096D2R1
contig_1	1721276	1721770	+	MINILI_08255	19.1	9.0		RefSeq:WP_007491356.1, SO:0001217, UniParc:UPI00024225C4, UniRef:UniRef100_G9YRJ9, UniRef:UniRef50_A0A096AXG2, UniRef:UniRef90_G9YRJ9
contig_1	1722966	1723553	+	MINILI_08270	21.9	5.7		RefSeq:WP_155116997.1, SO:0001217, UniParc:UPI0012BA9B0D, UniRef:UniRef100_A0A6I7GJU0, UniRef:UniRef50_A0A096AY47, UniRef:UniRef90_A0A096AY47
contig_1	1727478	1728074	+	MINILI_08295	22.0	8.5		RefSeq:WP_007494217.1, SO:0001217, UniParc:UPI0002420A4E, UniRef:UniRef100_G9YVB9, UniRef:UniRef50_V2XSJ3, UniRef:UniRef90_A0A096D106
contig_1	1730593	1730919	+	MINILI_08315	12.7	6.8		RefSeq:WP_225123416.1, SO:0001217, UniParc:UPI0004055ED1, UniRef:UniRef100_A0A6I2R9L4, UniRef:UniRef50_A0A174JQE9, UniRef:UniRef90_A0A174JQE9
contig_1	1730888	1731178	+	MINILI_08320	10.6	6.0		RefSeq:WP_007494207.1, SO:0001217, UniParc:UPI00024203C0, UniRef:UniRef100_G9YVB4, UniRef:UniRef50_A0A096D2W2, UniRef:UniRef90_A0A096D2W2
contig_1	1732842	1733111	+	MINILI_08335	10.4	4.5		RefSeq:WP_039996342.1, SO:0001217, UniParc:UPI0002E78F5A, UniRef:UniRef100_A0A174JQ18, UniRef:UniRef50_A0A096CA84, UniRef:UniRef90_A0A096CA84
contig_1	1748784	1749449	-	MINILI_08415	24.3	9.2		RefSeq:WP_007491798.1, SO:0001217, UniParc:UPI00024234DE, UniRef:UniRef100_G9YS32, UniRef:UniRef50_G9YS32, UniRef:UniRef90_G9YS32
contig_1	1755463	1755795	-	MINILI_08455	11.7	9.1		RefSeq:WP_033118049.1, SO:0001217, UniParc:UPI0002D2AE37, UniRef:UniRef100_G9YLW8, UniRef:UniRef50_A0A096D7T1, UniRef:UniRef90_A0A096D7T1
contig_1	1761299	1761904	+	MINILI_08480	22.7	11.9		SO:0001217, UniRef:UniRef50_A0A096B3S0
contig_1	1765956	1766786	+	MINILI_08505	31.4	4.8		RefSeq:WP_007490424.1, SO:0001217, UniParc:UPI00024234B8, UniRef:UniRef100_G9YQF7, UniRef:UniRef50_G9YQF7, UniRef:UniRef90_G9YQF7
contig_1	1806522	1806875	-	MINILI_08680	13.2	4.8		RefSeq:WP_024723381.1, SO:0001217, UniParc:UPI0002DE90F9, UniRef:UniRef100_G9YUD3, UniRef:UniRef50_G9YUD3, UniRef:UniRef90_G9YUD3
contig_1	1815171	1815386	+	MINILI_08710	7.4	4.1		RefSeq:WP_039997571.1, SO:0001217, UniParc:UPI00058742AE, UniRef:UniRef100_A0A6I7GDR1, UniRef:UniRef50_G9YUE0, UniRef:UniRef90_G9YUE0
contig_1	1815454	1815912	-	MINILI_08715	16.7	4.4		RefSeq:WP_039997572.1, SO:0001217, UniParc:UPI000586B4FF, UniRef:UniRef100_G9YUE1, UniRef:UniRef50_A0A096B5D3, UniRef:UniRef90_A0A096B5D3
contig_1	1839502	1839726	-	MINILI_08845	7.4	10.2		RefSeq:WP_007489051.1, SO:0001217, UniParc:UPI00024209CF, UniRef:UniRef100_A0A174KPG7, UniRef:UniRef50_A0A096B5F7, UniRef:UniRef90_A0A096B5F7
contig_1	1840125	1840223	+	MINILI_08850	3.7	4.3		SO:0001217, UniRef:UniRef50_A0A096DAR6, UniRef:UniRef90_A0A096DAR6
contig_1	1876150	1876428	-	MINILI_09040	10.4	4.7		RefSeq:WP_007495880.1, SO:0001217, UniParc:UPI000241F5CC, UniRef:UniRef100_A0A096B588, UniRef:UniRef50_A0A096B588, UniRef:UniRef90_A0A096B588
contig_1	1920674	1921381	+	MINILI_09230	25.3	9.7		SO:0001217, UniParc:UPI00111EBFAE, UniRef:UniRef100_A0A6I7GFW4, UniRef:UniRef50_A0A096CIC7, UniRef:UniRef90_A0A096CIC7
contig_1	1966529	1966816	+	MINILI_09455	9.8	5.5		RefSeq:WP_007495418.1, SO:0001217, UniParc:UPI000241FD61, UniRef:UniRef100_A0A174RC38, UniRef:UniRef50_A0A174RC38, UniRef:UniRef90_A0A174RC38
contig_1	1990553	1991092	+	MINILI_09560	19.0	5.7		
contig_1	1991129	1991269	-	MINILI_09565	5.4	4.7		RefSeq:WP_007493152.1, SO:0001217, UniParc:UPI0002423347, UniRef:UniRef100_G9YTW5, UniRef:UniRef50_G9YTW5, UniRef:UniRef90_G9YTW5
