#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	437459	437854	-	NAPDKL_02270	14.8	10.6		RefSeq:WP_050625334.1, SO:0001217, UniParc:UPI00067EC3BE, UniRef:UniRef100_UPI00067EC3BE, UniRef:UniRef50_UPI00265B4B8F, UniRef:UniRef90_UPI00265B4B8F
contig_1	465873	466109	-	NAPDKL_02400	8.8	9.5		RefSeq:WP_050622583.1, SO:0001217, UniParc:UPI00067EDB2B, UniRef:UniRef100_UPI00067EDB2B, UniRef:UniRef50_A0A1Y4LC54, UniRef:UniRef90_UPI00067EDB2B
contig_1	475093	475971	+	NAPDKL_02440	33.9	5.6		SO:0001217, UniParc:UPI000D28490A, UniRef:UniRef100_UPI00130074B2, UniRef:UniRef50_A0A1C5Z5Z6, UniRef:UniRef90_UPI00130074B2
contig_1	477872	477970	-	NAPDKL_02450	3.8	8.8		
contig_1	477998	478168	-	NAPDKL_02455	6.2	6.5		SO:0001217, UniRef:UniRef50_A0A1C5Z682, UniRef:UniRef90_UPI0021093170
contig_1	479443	481512	+	NAPDKL_02465	79.1	5.4		SO:0001217, UniRef:UniRef50_UPI00258384F9
contig_1	503126	503296	-	NAPDKL_02570	6.2	10.5		
contig_1	510998	513013	+	NAPDKL_02600	73.2	8.2	PF00440.27|TetR_N	PFAM:PF00440.27
contig_1	513194	513313	+	NAPDKL_02605	4.6	4.9		
contig_1	543836	544279	+	NAPDKL_02735	16.1	4.5		RefSeq:WP_108979679.1, SO:0001217, UniParc:UPI000D2954E5, UniRef:UniRef100_UPI000D2954E5, UniRef:UniRef50_UPI0023EFE3DC, UniRef:UniRef90_UPI0023EFE3DC
contig_1	576766	577095	-	NAPDKL_02860	12.5	5.2	PF21757.1|DUF6870	PFAM:PF21757.1, SO:0001217, UniRef:UniRef50_A0A1C6BXT3, UniRef:UniRef90_A0A1C6BXT3
contig_1	577236	577370	-	NAPDKL_02865	5.1	4.1		RefSeq:WP_255654084.1, SO:0001217, UniParc:UPI0008213CF2, UniRef:UniRef100_A0A1C6BXH6, UniRef:UniRef50_A0A8J6IZ26, UniRef:UniRef90_A0A1C6BXH6
contig_1	583891	584145	-	NAPDKL_02905	9.3	9.4		RefSeq:WP_108979697.1, SO:0001217, UniParc:UPI000820F2B7, UniRef:UniRef100_A0A1C6BZ91, UniRef:UniRef50_A0A1C6BZ91, UniRef:UniRef90_A0A1C6BZ91
contig_1	584129	584323	-	NAPDKL_02910	7.2	4.1		SO:0001217, UniRef:UniRef50_A0A923MJL1, UniRef:UniRef90_A0A923MJL1
contig_1	587135	587647	-	NAPDKL_02930	19.1	5.8		SO:0001217, UniRef:UniRef50_A0A417NC91, UniRef:UniRef90_A0A923S840
contig_1	587672	587821	-	NAPDKL_02935	5.9	4.7		SO:0001217, UniRef:UniRef50_A0A1C6BZ84, UniRef:UniRef90_A0A1C6BZ84
contig_1	595794	596363	+	NAPDKL_03000	21.0	9.0		RefSeq:WP_108979715.1, SO:0001217, UniParc:UPI0008215E67, UniRef:UniRef100_A0A1C6C0I9, UniRef:UniRef50_A0A1C6C0I9, UniRef:UniRef90_A0A1C6C0I9
contig_1	596478	596714	-	NAPDKL_03005	9.1	5.1		SO:0001217, UniParc:UPI0008202D5E, UniRef:UniRef100_A0A1C6C050, UniRef:UniRef50_A0A923SBP8, UniRef:UniRef90_A0A923SBP8
contig_1	598105	598767	+	NAPDKL_03020	25.5	5.1		SO:0001217, UniRef:UniRef50_A0A923S7Z4, UniRef:UniRef90_A0A923S7Z4
contig_1	598803	598970	-	NAPDKL_03025	6.6	4.9		SO:0001217, UniParc:UPI000822FC96, UniRef:UniRef100_A0A1C6F8S3, UniRef:UniRef50_A0A1C6F8S3, UniRef:UniRef90_A0A1C6F8S3
contig_1	601936	602544	+	NAPDKL_03040	24.0	4.7		RefSeq:WP_108979722.1, SO:0001217, UniParc:UPI00082343CC, UniRef:UniRef100_A0A1C6C0S6, UniRef:UniRef50_A0A1Q6RQE3, UniRef:UniRef90_A0A923MIH5
contig_1	605016	605402	+	NAPDKL_03065	14.8	4.4		RefSeq:WP_108979727.1, SO:0001217, UniParc:UPI000820C117, UniRef:UniRef100_A0A1C6C1P9, UniRef:UniRef50_A0A1Q6RSP0, UniRef:UniRef90_A0A1C6C1P9
contig_1	605475	605714	+	NAPDKL_03070	9.1	4.1		RefSeq:WP_162497703.1, SO:0001217, UniParc:UPI000821B38F, UniRef:UniRef100_A0A1C6C275, UniRef:UniRef50_A0A1C6C275, UniRef:UniRef90_A0A1C6C275
contig_1	605801	605935	+	NAPDKL_03075	5.2	5.0		RefSeq:WP_256435340.1, SO:0001217, UniParc:UPI0008220056, UniRef:UniRef100_A0A1C6C1P4, UniRef:UniRef50_A0A8J6IZ34, UniRef:UniRef90_A0A8J6IZ34
contig_1	618832	619245	+	NAPDKL_03185	16.2	5.6		RefSeq:WP_108979732.1, SO:0001217, UniParc:UPI000822CD1A, UniRef:UniRef100_A0A1C6C399, UniRef:UniRef50_A0A8J6M4J1, UniRef:UniRef90_A0A8J6M4J1
contig_1	635253	635492	-	NAPDKL_03255	8.7	10.3		RefSeq:WP_108979743.1, SO:0001217, UniParc:UPI0008224544, UniRef:UniRef100_A0A1C6C4F3, UniRef:UniRef50_A0A9D2LYE8, UniRef:UniRef90_A0A417NC35
contig_1	635545	636036	-	NAPDKL_03260	18.5	5.9		SO:0001217, UniRef:UniRef50_A0A1C6C4D8
contig_1	642513	642887	-	NAPDKL_03290	14.3	4.5		SO:0001217, UniRef:UniRef50_A0A8J6M5E9, UniRef:UniRef90_A0A8J6M5E9
contig_1	643879	644856	-	NAPDKL_03300	37.4	5.6		SO:0001217, UniRef:UniRef50_A0A417N8W2, UniRef:UniRef90_A0A417N8W2
contig_1	648908	649135	-	NAPDKL_03325	8.4	4.2		SO:0001217, UniRef:UniRef50_A0A8J6IYZ9, UniRef:UniRef90_A0A8J6IYZ9
contig_1	649148	649471	-	NAPDKL_03330	12.3	4.1		
contig_1	649609	650193	-	NAPDKL_03335	21.7	5.2		SO:0001217, UniRef:UniRef50_A0A1C6C5T4, UniRef:UniRef90_A0A1C6C5T4
contig_1	650664	651281	-	NAPDKL_03345	24.8	4.9		
contig_1	651292	651426	-	NAPDKL_03350	5.0	4.2		
contig_1	651449	651760	-	NAPDKL_03355	12.0	9.0		SO:0001217, UniRef:UniRef50_A0A417N8P9, UniRef:UniRef90_A0A8J6IZ47
contig_1	652731	652991	-	NAPDKL_03365	9.8	4.8		SO:0001217, UniRef:UniRef50_A0A417N8S0, UniRef:UniRef90_A0A8J6MA40
contig_1	656302	656838	-	NAPDKL_03395	21.1	5.2		SO:0001217, UniRef:UniRef50_A0A417N8R9, UniRef:UniRef90_A0A923MG13
contig_1	656839	657291	-	NAPDKL_03400	17.5	5.6		RefSeq:WP_108979770.1, SO:0001217, UniParc:UPI0008218168, UniRef:UniRef100_A0A1C6C7F8, UniRef:UniRef50_A0A417N8N9, UniRef:UniRef90_A0A1C6C7F8
contig_1	657935	658582	-	NAPDKL_03410	24.6	8.9		SO:0001217, UniRef:UniRef50_A0A417N8R0, UniRef:UniRef90_A0A417N8R0
contig_1	659203	659544	-	NAPDKL_03420	12.7	5.4		RefSeq:WP_108979774.1, SO:0001217, UniParc:UPI000D27E5A6, UniRef:UniRef100_A0A923MJE8, UniRef:UniRef50_A0A923MJE8, UniRef:UniRef90_A0A923MJE8
contig_1	659563	660039	-	NAPDKL_03425	18.7	5.0		RefSeq:WP_108979775.1, SO:0001217, UniParc:UPI0008208E95, UniRef:UniRef100_A0A1C6C878, UniRef:UniRef50_A0A417N8Q4, UniRef:UniRef90_A0A417N8Q4
contig_1	660382	660705	-	NAPDKL_03435	12.2	4.2		SO:0001217, UniRef:UniRef50_A0A417N8U8, UniRef:UniRef90_A0A417N8U8
contig_1	662923	663258	-	NAPDKL_03445	12.3	4.8		RefSeq:WP_108979779.1, SO:0001217, UniParc:UPI000821C9A2, UniRef:UniRef100_A0A1C6C8L2, UniRef:UniRef50_A0A417N8M6, UniRef:UniRef90_A0A417N8M6
contig_1	681159	681581	-	NAPDKL_03565	16.4	10.2		SO:0001217, UniRef:UniRef50_A0A923S8M1
contig_1	681563	681976	-	NAPDKL_03570	15.5	6.7		SO:0001217, UniRef:UniRef50_A0A923MI35
contig_1	685103	685711	-	NAPDKL_03590	23.5	6.5		SO:0001217, UniRef:UniRef50_A0A417N7B9, UniRef:UniRef90_A0A417N7B9
contig_1	685820	686068	-	NAPDKL_03595	9.4	6.5		SO:0001217, UniRef:UniRef50_A0A3D4D8U5, UniRef:UniRef90_A0A923MGS8
contig_1	686040	686273	-	NAPDKL_03600	8.8	5.0		RefSeq:WP_108979805.1, SO:0001217, UniParc:UPI000D2B06A2, UniRef:UniRef100_A0A923S6U6, UniRef:UniRef50_A0A8J6J4V3, UniRef:UniRef90_A0A8J6J4V3
contig_1	686337	686702	-	NAPDKL_03605	13.3	4.7		RefSeq:WP_108979806.1, SO:0001217, UniParc:UPI000820A26C, UniRef:UniRef100_A0A1C6CAX3, UniRef:UniRef50_A0A417N7C7, UniRef:UniRef90_A0A417N7C7
contig_1	705492	706715	-	NAPDKL_03675	41.3	5.3		SO:0001217, UniRef:UniRef50_A0A417N737, UniRef:UniRef90_A0A923S6V1
contig_1	708193	708798	-	NAPDKL_03695	23.2	7.0		RefSeq:WP_108979822.1, SO:0001217, UniParc:UPI000D26F5EF, UniRef:UniRef100_UPI000D26F5EF, UniRef:UniRef50_A0A417N770, UniRef:UniRef90_A0A3D4D8C1
contig_1	712326	713114	-	NAPDKL_03725	31.0	6.3		SO:0001217, UniRef:UniRef50_UPI0024BBD248
contig_1	713127	713522	-	NAPDKL_03730	13.6	8.8		
contig_1	713621	714382	-	NAPDKL_03735	26.7	4.3		SO:0001217, UniRef:UniRef50_B0PAT0, UniRef:UniRef90_A0A1C5N9P3
contig_1	714706	715194	-	NAPDKL_03745	17.9	5.0		SO:0001217, UniRef:UniRef50_A0A8J6IXJ7, UniRef:UniRef90_A0A8J6IXJ7
contig_1	715178	715339	-	NAPDKL_03750	5.9	4.5		SO:0001217, UniRef:UniRef50_A0A1C5N920, UniRef:UniRef90_A0A1C5N920
contig_1	716747	717091	-	NAPDKL_03770	12.8	8.3		SO:0001217, UniParc:UPI000D293FB2, UniRef:UniRef100_UPI000D293FB2, UniRef:UniRef50_A0A8S5MTP5, UniRef:UniRef90_UPI000D293FB2
contig_1	717581	718084	-	NAPDKL_03780	18.1	5.3		SO:0001217, UniRef:UniRef50_A0A943N359
contig_1	718036	718389	-	NAPDKL_03785	13.4	4.2		SO:0001217, UniRef:UniRef50_UPI0026387B89
contig_1	718386	720809	-	NAPDKL_03790	85.2	4.7		
contig_1	720799	722556	-	NAPDKL_03795	61.4	4.3	PF01391.22|Collagen	PFAM:PF01391.22
contig_1	722556	722729	-	NAPDKL_03800	6.1	4.8		
contig_1	722740	725013	-	NAPDKL_03805	77.3	5.2		
contig_1	725423	727999	-	NAPDKL_03815	89.6	5.0		SO:0001217, UniRef:UniRef50_UPI001897E045
contig_1	728073	728864	+	NAPDKL_03820	28.4	5.0	PF12869.11|tRNA_anti-like	PFAM:PF12869.11, SO:0001217, UniRef:UniRef50_UPI00195DB8D3
contig_1	730926	731336	-	NAPDKL_03845	15.1	9.6		
contig_1	731336	731779	-	NAPDKL_03850	16.1	4.8		SO:0001217, UniRef:UniRef50_A0A2U1BEH7
contig_1	731751	732203	-	NAPDKL_03855	15.8	5.3		SO:0001217, UniRef:UniRef50_A0A2U1BEL0
contig_1	732218	732358	-	NAPDKL_03860	4.8	5.9		
contig_1	740514	740759	-	NAPDKL_03900	9.2	4.7		
contig_1	740756	740887	-	NAPDKL_03905	5.0	4.1		SO:0001217, UniRef:UniRef50_A0A8J6MDZ8
contig_1	740880	741095	-	NAPDKL_03910	8.1	4.7		
contig_1	741082	741345	-	NAPDKL_03915	9.9	4.7		SO:0001217, UniRef:UniRef50_A0A1Y4EQP6
contig_1	741342	741506	-	NAPDKL_03920	6.0	9.5		SO:0001217, UniRef:UniRef50_UPI002109C6EC
contig_1	741503	741991	-	NAPDKL_03925	18.7	5.2		SO:0001217, UniRef:UniRef50_A0A1C6ISM0
contig_1	741993	742247	-	NAPDKL_03930	10.1	5.2		
contig_1	746212	746856	-	NAPDKL_03960	24.6	8.8		
contig_1	747273	747497	-	NAPDKL_03970	8.6	8.7	PF14090.10|HTH_39	PFAM:PF14090.10, SO:0001217, UniRef:UniRef50_A0A1C5N5K5
contig_1	747488	747832	-	NAPDKL_03975	13.0	8.8		
contig_1	748352	748933	-	NAPDKL_03985	21.3	6.0		
contig_1	749162	749284	-	NAPDKL_03990	4.8	11.6		
contig_1	751206	751409	+	NAPDKL_04005	8.0	4.8		SO:0001217, UniRef:UniRef50_A0A1C5N4P8, UniRef:UniRef90_A0A1C5N4P8
contig_1	752831	753754	+	NAPDKL_04025	35.5	5.3		
contig_1	753831	754067	+	NAPDKL_04030	9.3	7.9		
contig_1	754116	754940	+	NAPDKL_04035	31.1	9.0		
contig_1	784247	786496	+	NAPDKL_04150	81.2	5.0		SO:0001217, UniParc:UPI000D2CAB3B, UniRef:UniRef100_UPI000D2CAB3B, UniRef:UniRef50_V2Y9S6, UniRef:UniRef90_UPI000D2CAB3B
contig_1	787555	788253	-	NAPDKL_04160	25.5	6.3		SO:0001217, UniParc:UPI000D2B79C7, UniRef:UniRef100_UPI000D2B79C7, UniRef:UniRef50_UPI00067F586A, UniRef:UniRef90_UPI00067F586A
contig_1	791061	791189	-	NAPDKL_04175	4.9	6.2		
contig_1	808186	808296	-	NAPDKL_04270	4.3	4.1		SO:0001217, UniRef:UniRef50_V2YH03
contig_1	814096	814665	-	NAPDKL_04295	20.7	5.3		SO:0001217, UniParc:UPI000D266E8F, UniRef:UniRef100_UPI000D266E8F, UniRef:UniRef50_UPI00067F6F26, UniRef:UniRef90_UPI00067F6F26
contig_1	818321	818467	-	NAPDKL_04315	5.6	9.8		SO:0001217, UniRef:UniRef50_C6JJS7
contig_1	821845	822000	-	NAPDKL_04335	5.8	10.0		RefSeq:WP_154669717.1, SO:0001217, UniParc:UPI000AE07EA4, UniRef:UniRef100_UPI000AE07EA4, UniRef:UniRef50_UPI000AE07EA4, UniRef:UniRef90_UPI000AE07EA4
contig_1	837691	838110	-	NAPDKL_04390	15.5	5.1		SO:0001217, UniParc:UPI000D2A5C46, UniRef:UniRef100_UPI000D2A5C46, UniRef:UniRef50_UPI002657C578, UniRef:UniRef90_UPI002657C578
contig_1	852308	852895	-	NAPDKL_04450	20.9	6.7		SO:0001217, UniRef:UniRef50_UPI0023F1C88E, UniRef:UniRef90_UPI0023F1C88E
contig_1	853508	853936	+	NAPDKL_04455	16.1	8.9		RefSeq:WP_050622768.1, SO:0001217, UniParc:UPI00067F62E1, UniRef:UniRef100_UPI00067F62E1, UniRef:UniRef50_UPI0026582485, UniRef:UniRef90_UPI0026582485
contig_1	856747	856947	+	NAPDKL_04475	7.7	4.4		SO:0001217, UniParc:UPI000822A25C, UniRef:UniRef100_A0A1C5NVG2, UniRef:UniRef50_A0A4D7ASB0, UniRef:UniRef90_A0A174KY86
contig_1	857008	857139	+	NAPDKL_04480	4.8	6.5		
contig_1	857610	857885	+	NAPDKL_04485	10.6	5.6		
contig_1	857898	858176	+	NAPDKL_04490	10.0	8.2		
contig_1	858300	858788	+	NAPDKL_04495	17.7	5.2		SO:0001217, UniRef:UniRef50_A0A096DF51, UniRef:UniRef90_UPI001D3BD517
contig_1	859077	859232	+	NAPDKL_04505	6.1	5.4		SO:0001217, UniRef:UniRef50_A0A6N3GI98, UniRef:UniRef90_UPI0026DB26BE
contig_1	859574	859864	-	NAPDKL_04510	10.7	4.5		SO:0001217, UniParc:UPI000D2D1B77, UniRef:UniRef100_UPI000D2D1B77, UniRef:UniRef50_A0A1Y3R2N3, UniRef:UniRef90_UPI000D2D1B77
