#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	169664	169927	-	IDJGNL_00885	9.9	4.9		RefSeq:WP_007713144.1, SO:0001217, UniParc:UPI000196A0BA, UniRef:UniRef100_C0D2R9, UniRef:UniRef50_A6NYZ7, UniRef:UniRef90_A0A1Y4SAQ0
contig_1	171741	172760	-	IDJGNL_00895	37.2	5.1		RefSeq:WP_186906188.1, SO:0001217, UniParc:UPI00164BCCF6, UniRef:UniRef100_A0A8J6JDB8, UniRef:UniRef50_A6NYZ9, UniRef:UniRef90_A0A8J6JDB8
contig_1	180902	181612	-	IDJGNL_00930	24.9	9.3		RefSeq:WP_186906193.1, SO:0001217, UniParc:UPI00164CC52F, UniRef:UniRef100_A0A8J6IZB6, UniRef:UniRef50_A0A8J6IZB6, UniRef:UniRef90_A0A8J6IZB6
contig_1	244204	244332	+	IDJGNL_01190	4.8	4.5		SO:0001217, UniRef:UniRef50_G9YP47, UniRef:UniRef90_G9YP47
contig_1	244502	244678	+	IDJGNL_01195	6.5	4.2		SO:0001217, UniParc:UPI00164A3B28, UniRef:UniRef100_A0A8J6JDG0, UniRef:UniRef50_A0A8J6JDG0, UniRef:UniRef90_A0A8J6JDG0
contig_1	246274	246654	-	IDJGNL_01220	13.8	4.8		RefSeq:WP_186906249.1, SO:0001217, UniParc:UPI00164BFF21, UniRef:UniRef100_A0A8J6M8C6, UniRef:UniRef50_A0A8J6M6H6, UniRef:UniRef90_A0A8J6M8C6
contig_1	253415	253720	-	IDJGNL_01230	11.3	4.9		RefSeq:WP_186906251.1, SO:0001217, UniParc:UPI00164A1934, UniRef:UniRef100_A0A8J6IZD6, UniRef:UniRef50_A0A8J6IZD6, UniRef:UniRef90_A0A8J6IZD6
contig_1	315002	315118	-	IDJGNL_01515	4.4	6.1		
contig_1	327179	327511	-	IDJGNL_01580	11.3	6.2		RefSeq:WP_186906318.1, SO:0001217, UniParc:UPI00164CB92D, UniRef:UniRef100_A0A8J6J4E8, UniRef:UniRef50_A6NZ81, UniRef:UniRef90_A0A8J6J4E8
contig_2	17257	17511	+	IDJGNL_01815	9.7	10.0		RefSeq:WP_243204642.1, SO:0001217, UniParc:UPI001FACDD0B, UniRef:UniRef100_UPI001FACDD0B, UniRef:UniRef50_UPI001FACDD0B, UniRef:UniRef90_UPI001FACDD0B
contig_2	31812	32117	+	IDJGNL_01875	10.9	5.7		RefSeq:WP_186906382.1, SO:0001217, UniParc:UPI00164BFEC4, UniRef:UniRef100_A0A8J6JDR0, UniRef:UniRef50_A0A8J6JDR0, UniRef:UniRef90_A0A8J6JDR0
contig_2	62124	62288	-	IDJGNL_02015	6.3	11.5		
contig_2	99538	99765	+	IDJGNL_02205	8.3	10.4		RefSeq:WP_186906445.1, SO:0001217, UniParc:UPI00164C0D54, UniRef:UniRef100_A0A8J6M7Q1, UniRef:UniRef50_A0A8J6M7Q1, UniRef:UniRef90_A0A8J6M7Q1
contig_2	123287	123829	+	IDJGNL_02315	20.6	8.5		RefSeq:WP_186906466.1, SO:0001217, UniParc:UPI00164BA7AA, UniRef:UniRef100_A0A8J6J2D2, UniRef:UniRef50_A0A844K0V7, UniRef:UniRef90_A0A8J6J2D2
contig_2	173456	173629	-	IDJGNL_02580	6.3	9.2		RefSeq:WP_186906510.1, SO:0001217, UniParc:UPI00164A6971, UniRef:UniRef100_A0A8J6M8M1, UniRef:UniRef50_A0A6I2QXQ2, UniRef:UniRef90_A0A8J6M8M1
contig_2	199861	200439	-	IDJGNL_02715	21.5	8.9		RefSeq:WP_186906536.1, SO:0001217, UniParc:UPI00164AA08B, UniRef:UniRef100_A0A8J6M4J9, UniRef:UniRef50_A0A8J6M4J9, UniRef:UniRef90_A0A8J6M4J9
contig_3	1778	2134	-	IDJGNL_03005	13.9	4.6		RefSeq:WP_186906610.1, SO:0001217, UniParc:UPI00164BA504, UniRef:UniRef100_A0A8J6JDI6, UniRef:UniRef50_A0A1Y4WCJ4, UniRef:UniRef90_A0A8J6JDI6
contig_3	40155	40277	-	IDJGNL_03175	4.7	4.2		SO:0001217, UniRef:UniRef50_V2Y032
contig_3	47827	48558	-	IDJGNL_03215	27.0	4.3		RefSeq:WP_186906649.1, SO:0001217, UniParc:UPI00164C46CA, UniRef:UniRef100_A0A8J6J4U9, UniRef:UniRef50_A0A8J6J4U9, UniRef:UniRef90_A0A8J6J4U9
contig_3	69826	71451	-	IDJGNL_03300	60.4	8.6		RefSeq:WP_131970287.1, SO:0001217, UniParc:UPI0004BB3689, UniRef:UniRef100_A0A4R2MM70, UniRef:UniRef50_A0A4R2MM70, UniRef:UniRef90_A0A4R2MM70
contig_3	80141	80506	-	IDJGNL_03340	13.7	5.0		RefSeq:WP_186906672.1, SO:0001217, UniParc:UPI00164C3C15, UniRef:UniRef100_A0A8J6M7V5, UniRef:UniRef50_A0A8J6M7V5, UniRef:UniRef90_A0A8J6M7V5
contig_3	89887	90075	-	IDJGNL_03400	6.8	5.0		RefSeq:WP_186906684.1, SO:0001217, UniParc:UPI00164C45AF, UniRef:UniRef100_A0A8J6MEE7, UniRef:UniRef50_A0A8J6MEE7, UniRef:UniRef90_A0A8J6MEE7
contig_3	118682	119125	+	IDJGNL_03545	16.4	5.7		RefSeq:WP_186906713.1, SO:0001217, UniParc:UPI00164BD7F7, UniRef:UniRef100_A0A8J6M908, UniRef:UniRef50_A0A1Y4RXS6, UniRef:UniRef90_A0A8J6M908
contig_3	146812	147762	+	IDJGNL_03680	33.4	9.9		RefSeq:WP_186906739.1, SO:0001217, UniParc:UPI00164C6608, UniRef:UniRef100_A0A8J6J583, UniRef:UniRef50_A0A8J6J583, UniRef:UniRef90_A0A8J6J583
contig_3	147989	148909	+	IDJGNL_03690	33.1	4.6		RefSeq:WP_186906741.1, SO:0001217, UniParc:UPI00164BD283, UniRef:UniRef100_A0A8J6MEG4, UniRef:UniRef50_A0A8J6MEG4, UniRef:UniRef90_A0A8J6MEG4
contig_3	154373	154903	-	IDJGNL_03725	19.9	10.4		
contig_3	168773	168925	-	IDJGNL_03800	6.0	5.1		RefSeq:WP_186906762.1, SO:0001217, UniParc:UPI00164C31CC, UniRef:UniRef100_A0A8J6JCU2, UniRef:UniRef50_A0A8J6JCU2, UniRef:UniRef90_A0A8J6JCU2
contig_3	184053	184271	-	IDJGNL_03875	7.8	8.0		RefSeq:WP_186906777.1, SO:0001217, UniParc:UPI00164C2E8A, UniRef:UniRef100_A0A8J6JCV4, UniRef:UniRef50_A0A2K4ZCT5, UniRef:UniRef90_A0A8J6JCV4
contig_3	199156	199347	+	IDJGNL_03950	7.4	4.9		RefSeq:WP_186906791.1, SO:0001217, UniParc:UPI00164C4F20, UniRef:UniRef100_A0A8J6JCW4, UniRef:UniRef50_A0A8J6JCW4, UniRef:UniRef90_A0A8J6JCW4
contig_4	19853	20071	+	IDJGNL_04150	8.0	6.3		
contig_4	20061	20306	+	IDJGNL_04155	9.5	4.8		RefSeq:WP_256175687.1, SO:0001217, UniParc:UPI00210EED86, UniRef:UniRef100_A0A8J6M4Q7, UniRef:UniRef50_A0A8J6M4Q7, UniRef:UniRef90_A0A8J6M4Q7
contig_4	36691	36783	-	IDJGNL_04245	3.0	4.7		
contig_4	67810	67920	+	IDJGNL_04385	4.2	4.3		
contig_4	91168	91413	-	IDJGNL_04465	9.3	5.2		RefSeq:WP_186906888.1, SO:0001217, UniParc:UPI00164CBDDF, UniRef:UniRef100_A0A8J6M4S3, UniRef:UniRef50_A0A8J6M4S3, UniRef:UniRef90_A0A8J6M4S3
contig_4	119662	119997	+	IDJGNL_04600	12.2	7.7		RefSeq:WP_186906914.1, SO:0001217, UniParc:UPI00164B5F83, UniRef:UniRef100_A0A8J6JE71, UniRef:UniRef50_A0A8J6JE71, UniRef:UniRef90_A0A8J6JE71
contig_4	192697	193011	-	IDJGNL_04875	12.0	9.8		RefSeq:WP_186906964.1, SO:0001217, UniParc:UPI00164C4A27, UniRef:UniRef100_A0A8J6M832, UniRef:UniRef50_A0A8J6M832, UniRef:UniRef90_A0A8J6M832
contig_4	209241	209471	-	IDJGNL_04960	8.2	9.2		RefSeq:WP_186906978.1, SO:0001217, UniParc:UPI00164B1E8F, UniRef:UniRef100_A0A8J6JC63, UniRef:UniRef50_A0A8J6JC63, UniRef:UniRef90_A0A8J6JC63
contig_4	228240	228683	-	IDJGNL_05045	16.4	9.1		RefSeq:WP_186906995.1, SO:0001217, UniParc:UPI00164AB11D, UniRef:UniRef100_A0A8J6JE47, UniRef:UniRef50_A0A562J5F8, UniRef:UniRef90_A0A8J6JE47
contig_5	30983	31120	-	IDJGNL_05175	5.0	8.6		RefSeq:WP_186907033.1, SO:0001217, UniParc:UPI00164AD86E, UniRef:UniRef100_A0A8J6M848, UniRef:UniRef50_A0A8J6M848, UniRef:UniRef90_A0A8J6M848
contig_5	40238	40696	-	IDJGNL_05250	17.4	4.1		
contig_5	88367	88549	-	IDJGNL_05435	6.6	9.4		RefSeq:WP_186907080.1, SO:0001217, UniParc:UPI00164A797F, UniRef:UniRef100_A0A8J6J3P0, UniRef:UniRef50_A0A1Y4WC69, UniRef:UniRef90_A0A8J6J3P0
contig_5	89209	89580	+	IDJGNL_05450	13.0	5.4	PF21758.1|PAC_bac	PFAM:PF21758.1, RefSeq:WP_186907083.1, SO:0001217, UniParc:UPI00164CAC27, UniRef:UniRef100_A0A8J6J5U2, UniRef:UniRef50_A0A7X8W0Y2, UniRef:UniRef90_A0A8J6J5U2
contig_5	106224	106457	-	IDJGNL_05535	8.3	4.5		RefSeq:WP_243204712.1, SO:0001217, UniParc:UPI001FAD0F94, UniRef:UniRef100_UPI001FAD0F94, UniRef:UniRef50_UPI001FAD0F94, UniRef:UniRef90_UPI001FAD0F94
contig_5	119484	119822	+	IDJGNL_05610	11.6	9.2		RefSeq:WP_186907110.1, SO:0001217, UniParc:UPI00164B8839, UniRef:UniRef100_A0A8J6J5V5, UniRef:UniRef50_A0A8J6J5V5, UniRef:UniRef90_A0A8J6J5V5
contig_5	120299	120970	+	IDJGNL_05620	24.0	10.1		RefSeq:WP_186907112.1, SO:0001217, UniParc:UPI00164A43FB, UniRef:UniRef100_A0A8J6MEN9, UniRef:UniRef50_A0A8J6MEN9, UniRef:UniRef90_A0A8J6MEN9
contig_5	147100	147324	+	IDJGNL_05770	7.9	7.9		
contig_5	159934	160200	+	IDJGNL_05830	9.6	5.2		RefSeq:WP_186907208.1, SO:0001217, UniParc:UPI00164BC04C, UniRef:UniRef100_A0A8J6JFD1, UniRef:UniRef50_A0A8J6JFD1, UniRef:UniRef90_A0A8J6JFD1
contig_5	170852	171007	-	IDJGNL_05875	5.7	9.7		SO:0001217, UniRef:UniRef50_UPI00210BA39E
contig_5	202514	203098	+	IDJGNL_06020	20.8	5.3		
contig_6	13396	13653	-	IDJGNL_06110	9.6	4.6		RefSeq:WP_186907218.1, SO:0001217, UniParc:UPI00164AA521, UniRef:UniRef100_A0A8J6JEI3, UniRef:UniRef50_A0A8J6JEI3, UniRef:UniRef90_A0A8J6JEI3
contig_6	54737	54919	-	IDJGNL_06300	6.7	11.5		RefSeq:WP_186907254.1, SO:0001217, UniParc:UPI00164B1F4A, UniRef:UniRef100_A0A8J6MA66, UniRef:UniRef50_A0A8J6MA66, UniRef:UniRef90_A0A8J6MA66
contig_6	58701	58961	-	IDJGNL_06325	10.0	9.8		
contig_6	60518	60706	-	IDJGNL_06340	7.2	11.2		RefSeq:WP_207723721.1, SO:0001217, UniParc:UPI001A9B0581, UniRef:UniRef100_UPI001A9B0581, UniRef:UniRef50_A0A8J6JEL1, UniRef:UniRef90_A0A8J6JEL1
contig_6	69164	69682	+	IDJGNL_06375	17.6	4.3		SO:0001217, UniRef:UniRef50_UPI00210F06CF, UniRef:UniRef90_UPI00210F06CF
contig_6	81844	83103	+	IDJGNL_06430	46.8	4.5		RefSeq:WP_186907276.1, SO:0001217, UniParc:UPI00164A9C39, UniRef:UniRef100_A0A8J6JEV5, UniRef:UniRef50_A0A1Q6RPQ3, UniRef:UniRef90_A0A8J6JEV5
contig_6	100518	100787	+	IDJGNL_06540	9.8	4.5		RefSeq:WP_186907297.1, SO:0001217, UniParc:UPI00164ABBAD, UniRef:UniRef100_A0A8J6J0B4, UniRef:UniRef50_A0A0S2W447, UniRef:UniRef90_A0A8J6J0B4
contig_6	100806	100913	+	IDJGNL_06545	3.6	12.0		
contig_6	118848	119345	-	IDJGNL_06625	18.1	9.5		SO:0001217, UniRef:UniRef50_A0A8J6JCP1, UniRef:UniRef90_A0A8J6JCP1
contig_6	119335	120057	-	IDJGNL_06630	26.5	8.7		RefSeq:WP_186907314.1, SO:0001217, UniParc:UPI00164B943C, UniRef:UniRef100_A0A8J6JDV1, UniRef:UniRef50_A0A8J6JDV1, UniRef:UniRef90_A0A8J6JDV1
contig_6	128212	128514	-	IDJGNL_06675	10.9	4.4		RefSeq:WP_186907322.1, SO:0001217, UniParc:UPI00164AEB38, UniRef:UniRef100_A0A8J6MES6, UniRef:UniRef50_A6P0K9, UniRef:UniRef90_A0A8J6MES6
contig_6	129029	129316	-	IDJGNL_06685	10.1	9.0		RefSeq:WP_186907324.1, SO:0001217, UniParc:UPI00164B0DE3, UniRef:UniRef100_A0A8J6M9S4, UniRef:UniRef50_A0A174J4P8, UniRef:UniRef90_A0A8J6M9S4
contig_7	31143	32627	+	IDJGNL_06845	53.2	8.9		RefSeq:WP_256175323.1, SO:0001217, UniParc:UPI00210910FE, UniRef:UniRef100_UPI00210910FE, UniRef:UniRef50_A0A6A7KCV4, UniRef:UniRef90_A0A8J6M8C8
contig_7	34175	34330	+	IDJGNL_06855	5.5	4.7		RefSeq:WP_186907361.1, SO:0001217, UniParc:UPI00164B3A0A, UniRef:UniRef100_A0A8J6JCR9, UniRef:UniRef50_A0A8J6JCR9, UniRef:UniRef90_A0A8J6JCR9
contig_7	64720	65076	+	IDJGNL_07005	12.6	8.4		RefSeq:WP_186907388.1, SO:0001217, UniParc:UPI00164BBB19, UniRef:UniRef100_A0A8J6JCT5, UniRef:UniRef50_A0A8J6JCT5, UniRef:UniRef90_A0A8J6JCT5
contig_7	72138	72317	+	IDJGNL_07045	6.8	9.1		RefSeq:WP_186907396.1, SO:0001217, UniParc:UPI00164AF9F1, UniRef:UniRef100_A0A8J6J6C7, UniRef:UniRef50_A0A8J6J6C7, UniRef:UniRef90_A0A8J6J6C7
contig_7	91946	92284	+	IDJGNL_07155	12.0	9.3		RefSeq:WP_186907417.1, SO:0001217, UniParc:UPI00164A4DD0, UniRef:UniRef100_A0A8J6JE18, UniRef:UniRef50_A0A8J6JE18, UniRef:UniRef90_A0A8J6JE18
contig_7	92460	92690	-	IDJGNL_07160	9.0	6.6		RefSeq:WP_186907418.1, SO:0001217, UniParc:UPI00164C3BE1, UniRef:UniRef100_A0A8J6JEX3, UniRef:UniRef50_A0A3D4G723, UniRef:UniRef90_A0A8J6JEX3
contig_7	95763	96212	-	IDJGNL_07185	17.1	7.8		RefSeq:WP_186907423.1, SO:0001217, UniParc:UPI00164A80C4, UniRef:UniRef100_A0A8J6JFW4, UniRef:UniRef50_A0A3D4G6Z8, UniRef:UniRef90_A0A8J6JFW4
contig_8	262	375	+	IDJGNL_07350	4.2	4.4		
contig_8	13272	13394	+	IDJGNL_07400	4.5	4.4		
contig_8	13408	13530	+	IDJGNL_07405	4.4	10.0		
contig_8	41397	43103	-	IDJGNL_07535	61.9	5.5		RefSeq:WP_186907493.1, SO:0001217, UniParc:UPI00164A782A, UniRef:UniRef100_A0A8J6JE66, UniRef:UniRef50_A0A8J6JE66, UniRef:UniRef90_A0A8J6JE66
contig_8	45921	46205	-	IDJGNL_07545	10.3	11.1		
contig_8	106515	106661	+	IDJGNL_07885	5.2	4.6		RefSeq:WP_186907553.1, SO:0001217, UniParc:UPI00164BCDC0, UniRef:UniRef100_A0A8J6MAD3, UniRef:UniRef50_A0A8J6MAD3, UniRef:UniRef90_A0A8J6MAD3
contig_8	108360	108449	-	IDJGNL_07900	3.3	10.2		
contig_8	110588	110848	-	IDJGNL_07910	8.8	4.6		RefSeq:WP_186907557.1, SO:0001217, UniParc:UPI00164CD2AE, UniRef:UniRef100_A0A8J6JD39, UniRef:UniRef50_A0A8J6JD39, UniRef:UniRef90_A0A8J6JD39
contig_8	125343	125474	-	IDJGNL_07980	5.0	8.2	PF05853.16|BKACE	PFAM:PF05853.16
contig_9	128	250	+	IDJGNL_07985	4.7	5.8	PF00301.24|Rubredoxin, PF21349.1|RUBY_RBDX	PFAM:PF00301.24, PFAM:PF21349.1
contig_9	2598	2837	+	IDJGNL_07995	9.4	9.0		RefSeq:WP_186907581.1, SO:0001217, UniParc:UPI00164B1300, UniRef:UniRef100_A0A8J6JEC9, UniRef:UniRef50_A0A0U3EJB7, UniRef:UniRef90_A0A8J6JEC9
contig_9	65829	66530	-	IDJGNL_08315	26.9	9.8		RefSeq:WP_186907642.1, SO:0001217, UniParc:UPI00164A5D04, UniRef:UniRef100_A0A8J6JFK5, UniRef:UniRef50_A0A8J6JFK5, UniRef:UniRef90_A0A8J6JFK5
contig_9	92599	92823	+	IDJGNL_08420	7.8	4.8		RefSeq:WP_207723739.1, SO:0001217, UniParc:UPI001A9A762E, UniRef:UniRef100_UPI001A9A762E, UniRef:UniRef50_UPI002109B98D, UniRef:UniRef90_UPI002109B98D
contig_9	92943	93053	+	IDJGNL_08425	4.2	6.1		
contig_9	108801	108959	+	IDJGNL_08495	6.1	4.9		
contig_9	118151	118384	+	IDJGNL_08545	9.0	4.7		RefSeq:WP_186907683.1, SO:0001217, UniParc:UPI00164ADDC1, UniRef:UniRef100_A0A8J6J4U1, UniRef:UniRef50_A0A8J6J4U1, UniRef:UniRef90_A0A8J6J4U1
contig_9	118327	118803	-	IDJGNL_08550	17.0	9.9		RefSeq:WP_186907684.1, SO:0001217, UniParc:UPI00164A4339, UniRef:UniRef100_A0A8J6JFN9, UniRef:UniRef50_A0A8J6JFN9, UniRef:UniRef90_A0A8J6JFN9
contig_9	118989	119219	+	IDJGNL_08555	8.7	7.7		
contig_10	6426	6761	-	IDJGNL_08595	11.8	5.0		RefSeq:WP_186907699.1, SO:0001217, UniParc:UPI00164C966C, UniRef:UniRef100_A0A8J6JDC1, UniRef:UniRef50_A0A8J6JDC1, UniRef:UniRef90_A0A8J6JDC1
contig_10	72385	72831	-	IDJGNL_08810	17.1	7.6		RefSeq:WP_186907738.1, SO:0001217, UniParc:UPI00164AC3EF, UniRef:UniRef100_A0A8J6M8M2, UniRef:UniRef50_A0A2U1BIT8, UniRef:UniRef90_A0A8J6M8M2
contig_10	76402	77262	-	IDJGNL_08825	32.8	6.7		RefSeq:WP_207723745.1, SO:0001217, UniParc:UPI001A9B2658, UniRef:UniRef100_A0A8J6JEN9, UniRef:UniRef50_A0A3D5WKV0, UniRef:UniRef90_A0A8J6JEN9
contig_10	93754	94269	-	IDJGNL_08940	19.4	8.9		RefSeq:WP_186907758.1, SO:0001217, UniParc:UPI00164BAD81, UniRef:UniRef100_A0A8J6JEL3, UniRef:UniRef50_A0A8J6JEL3, UniRef:UniRef90_A0A8J6JEL3
contig_10	97022	97312	-	IDJGNL_08960	10.8	8.5		
contig_11	40404	40787	-	IDJGNL_09260	13.8	6.6		RefSeq:WP_186907822.1, SO:0001217, UniParc:UPI00164A6F4A, UniRef:UniRef100_A0A8J6J6Y8, UniRef:UniRef50_A0A8J6M6H6, UniRef:UniRef90_A0A8J6J6Y8
contig_11	41399	42400	-	IDJGNL_09275	35.6	5.6		RefSeq:WP_186907824.1, SO:0001217, UniParc:UPI00164A5A96, UniRef:UniRef100_A0A8J6JFY2, UniRef:UniRef50_A0A8J6JFY2, UniRef:UniRef90_A0A8J6JFY2
contig_11	42397	42855	-	IDJGNL_09280	16.2	4.5		RefSeq:WP_186907825.1, SO:0001217, UniParc:UPI00164C2B2C, UniRef:UniRef100_A0A8J6JGP3, UniRef:UniRef50_A0A8J6JGP3, UniRef:UniRef90_A0A8J6JGP3
contig_11	49112	49330	+	IDJGNL_09320	7.9	8.6		
contig_11	49593	49793	-	IDJGNL_09325	7.8	9.6		SO:0001217, UniRef:UniRef50_A0A0S2W643
contig_11	52974	53531	-	IDJGNL_09355	21.0	7.1		SO:0001217, UniRef:UniRef50_G9YLN0, UniRef:UniRef90_A0A8J6J543
contig_11	57528	57722	-	IDJGNL_09385	6.7	10.9		RefSeq:WP_186907840.1, SO:0001217, UniParc:UPI00164B72F0, UniRef:UniRef100_A0A8J6MAK1, UniRef:UniRef50_A0A096BC03, UniRef:UniRef90_A0A096BC03
contig_11	61721	62161	-	IDJGNL_09415	15.7	5.5		RefSeq:WP_186907845.1, SO:0001217, UniParc:UPI00164A8CB0, UniRef:UniRef100_A0A8J6JFQ3, UniRef:UniRef50_A0A8J6JFQ3, UniRef:UniRef90_A0A8J6JFQ3
contig_11	62229	62342	-	IDJGNL_09420	4.0	6.5		
contig_11	65457	66209	-	IDJGNL_09440	26.9	4.4	PF01464.24|SLT	PFAM:PF01464.24
contig_11	66220	66426	-	IDJGNL_09445	7.8	10.4		RefSeq:WP_186907851.1, SO:0001217, UniParc:UPI00164A580F, UniRef:UniRef100_A0A8J6J749, UniRef:UniRef50_A0A8J6J749, UniRef:UniRef90_A0A8J6J749
contig_11	68727	69020	-	IDJGNL_09460	10.8	4.7		RefSeq:WP_186907854.1, SO:0001217, UniParc:UPI00164A6A1F, UniRef:UniRef100_A0A8J6MAK5, UniRef:UniRef50_A0A8J6MAK5, UniRef:UniRef90_A0A8J6MAK5
contig_11	69505	69735	-	IDJGNL_09470	8.7	9.5		RefSeq:WP_186907856.1, SO:0001217, UniParc:UPI00164B8EFA, UniRef:UniRef100_A0A8J6M8Q0, UniRef:UniRef50_A0A8J6M8Q0, UniRef:UniRef90_A0A8J6M8Q0
contig_11	70978	71202	+	IDJGNL_09480	8.0	4.3		
contig_11	72992	73315	+	IDJGNL_09495	11.8	4.8		RefSeq:WP_186907861.1, SO:0001217, UniParc:UPI00164A3E54, UniRef:UniRef100_A0A8J6JES8, UniRef:UniRef50_A0A8J6JES8, UniRef:UniRef90_A0A8J6JES8
contig_11	75101	75736	+	IDJGNL_09505	23.5	4.5		SO:0001217, UniRef:UniRef50_UPI001FABAB14, UniRef:UniRef90_UPI001FABAB14
contig_11	83832	84098	-	IDJGNL_09535	9.6	9.3		RefSeq:WP_186907867.1, SO:0001217, UniParc:UPI00164A7DE3, UniRef:UniRef100_A0A8J6MA55, UniRef:UniRef50_A0A8J6MA55, UniRef:UniRef90_A0A8J6MA55
contig_12	44241	44912	+	IDJGNL_09825	24.2	11.4		
contig_12	56002	56217	-	IDJGNL_09875	8.0	11.7		
contig_12	93746	94090	-	IDJGNL_10070	13.6	11.0		RefSeq:WP_243204777.1, SO:0001217, UniParc:UPI001FAE08BD, UniRef:UniRef100_UPI001FAE08BD, UniRef:UniRef50_A0A1Y4WQ94, UniRef:UniRef90_UPI001FAE08BD
contig_13	4649	5224	-	IDJGNL_10125	19.7	5.2		RefSeq:WP_186907986.1, SO:0001217, UniParc:UPI00164BC777, UniRef:UniRef100_A0A8J6J789, UniRef:UniRef50_A0A8J6J789, UniRef:UniRef90_A0A8J6J789
contig_13	5427	5852	-	IDJGNL_10135	15.7	5.6		RefSeq:WP_207723762.1, SO:0001217, UniParc:UPI001A9B4099, UniRef:UniRef100_UPI001A9B4099, UniRef:UniRef50_G9YSG7, UniRef:UniRef90_A0A8J6J5E5
contig_13	7889	8212	-	IDJGNL_10155	12.1	6.6		RefSeq:WP_186907991.1, SO:0001217, UniParc:UPI00164C32F6, UniRef:UniRef100_A0A8J6M5T3, UniRef:UniRef50_A0A8J6M5T3, UniRef:UniRef90_A0A8J6M5T3
contig_13	10282	11175	-	IDJGNL_10175	33.5	5.7		SO:0001217, UniParc:UPI00164B891F, UniRef:UniRef100_A0A8J6M8T3, UniRef:UniRef50_A0A1Y4W735, UniRef:UniRef90_A0A8J6M8T3
contig_13	28124	28414	+	IDJGNL_10255	10.0	4.7		SO:0001217, UniParc:UPI00164B8E61, UniRef:UniRef100_A0A8J6J105, UniRef:UniRef50_A0A8J6J105, UniRef:UniRef90_A0A8J6J105
contig_13	57335	57796	-	IDJGNL_10410	16.8	9.7		RefSeq:WP_186908037.1, SO:0001217, UniParc:UPI00164BA527, UniRef:UniRef100_A0A8J6M8U2, UniRef:UniRef50_A0A1Y4WNX9, UniRef:UniRef90_A0A8J6M8U2
