#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	338618	339442	+	EMDHBN_01680	29.2	4.9		SO:0001217, UniRef:UniRef50_UPI002041B6EE
contig_1	342363	343283	+	EMDHBN_01700	33.8	5.4		SO:0001217, UniRef:UniRef50_A0A1Y4W735
contig_1	344843	345190	+	EMDHBN_01715	12.5	4.8		SO:0001217, UniRef:UniRef50_UPI0020422FE8
contig_1	345190	345516	+	EMDHBN_01720	12.1	4.9		SO:0001217, UniRef:UniRef50_UPI00203C4E6C
contig_1	345513	346004	+	EMDHBN_01725	17.8	5.0		SO:0001217, UniRef:UniRef50_UPI00203FDAB6
contig_1	347425	347847	+	EMDHBN_01740	15.4	9.9		SO:0001217, UniRef:UniRef50_G9YSG7
contig_1	348041	348586	+	EMDHBN_01750	19.2	5.0		
contig_1	349179	350111	+	EMDHBN_01760	33.9	5.7		SO:0001217, UniRef:UniRef50_UPI002040E9AB
contig_1	385162	385503	-	EMDHBN_01900	12.8	4.7		SO:0001217, UniRef:UniRef50_A0A212KAV6
contig_1	390383	390484	-	EMDHBN_01935	4.0	10.7		
contig_1	410848	413112	-	EMDHBN_02035	86.3	6.0	PF00072.28|Response_reg, PF00563.24|EAL, PF00990.25|GGDEF	PFAM:PF00072.28, PFAM:PF00563.24, PFAM:PF00990.25
contig_1	426776	427639	-	EMDHBN_02110	30.1	5.2	PF16924.9|DpaA_N	PFAM:PF16924.9
contig_1	429269	430027	+	EMDHBN_02120	27.9	5.3		
contig_1	430210	430794	+	EMDHBN_02125	21.3	5.8	PF01386.23|Ribosomal_L25p, PF14693.10|Ribosomal_TL5_C	PFAM:PF01386.23, PFAM:PF14693.10
contig_1	430869	431666	+	EMDHBN_02130	30.6	9.1		SO:0001217, UniRef:UniRef50_A0A542AQW1
contig_1	441045	441890	-	EMDHBN_02185	29.4	4.3		
contig_1	448263	448442	+	EMDHBN_02210	6.6	4.7		
contig_1	453096	453302	+	EMDHBN_02240	7.8	11.7		
contig_1	457940	458476	-	EMDHBN_02275	21.2	5.1		RefSeq:WP_087292566.1, SO:0001217, UniParc:UPI000B37FAA2, UniRef:UniRef100_A0A1Y4H9G4, UniRef:UniRef50_D4K2L6, UniRef:UniRef90_A0A1Y4H9G4
contig_1	471912	472337	-	EMDHBN_02345	16.2	4.5		RefSeq:WP_003524793.1, SO:0001217, UniParc:UPI0002327201, UniRef:UniRef100_A0A858N545, UniRef:UniRef50_A0A174UMA3, UniRef:UniRef90_A0A174UMA3
contig_1	473851	474087	-	EMDHBN_02355	9.2	4.7		RefSeq:WP_087303065.1, SO:0001217, UniParc:UPI000B371B3A, UniRef:UniRef100_A0A1Y4MXN8, UniRef:UniRef50_A0A096CFL2, UniRef:UniRef90_B0P9D3
contig_1	475838	476185	-	EMDHBN_02370	12.8	4.6		RefSeq:WP_087290225.1, SO:0001217, UniParc:UPI000B3A5228, UniRef:UniRef100_A0A943TPV6, UniRef:UniRef50_A0A173V3C7, UniRef:UniRef90_A0A1Y4T9B1
contig_1	485428	486261	-	EMDHBN_02435	32.0	4.3		SO:0001217, UniRef:UniRef50_R0BUE1, UniRef:UniRef90_R0BUE1
contig_1	514849	515223	-	EMDHBN_02540	14.7	5.3	PF19481.3|DUF6017	PFAM:PF19481.3
contig_1	521598	521708	-	EMDHBN_02585	4.2	8.0		
contig_1	557248	558486	-	EMDHBN_02745	45.9	5.9		
contig_1	564153	565316	-	EMDHBN_02775	41.3	9.0		SO:0001217, UniRef:UniRef50_UPI00189FBF3D
contig_1	574503	575504	-	EMDHBN_02810	36.2	4.4		
contig_1	575798	576037	-	EMDHBN_02815	9.1	5.6		
contig_1	576357	576917	-	EMDHBN_02820	20.9	5.9		
contig_1	577473	577844	-	EMDHBN_02825	12.8	9.5		
contig_1	577969	578703	-	EMDHBN_02830	27.4	4.9	PF14285.10|DUF4367	PFAM:PF14285.10
contig_1	595157	595873	+	EMDHBN_02910	26.9	4.2		SO:0001217, UniRef:UniRef50_UPI00203C5C8C
contig_1	619858	620748	-	EMDHBN_03030	31.9	5.6		
contig_1	624978	625463	+	EMDHBN_03050	17.4	10.8		
contig_1	636147	637820	+	EMDHBN_03125	63.7	6.3	PF00158.30|Sigma54_activat, PF01590.30|GAF, PF02796.19|HTH_7, PF02954.23|HTH_8, PF13384.10|HTH_23, PF14532.10|Sigma54_activ_2, PF18024.5|HTH_50	PFAM:PF00158.30, PFAM:PF01590.30, PFAM:PF02796.19, PFAM:PF02954.23, PFAM:PF13384.10, PFAM:PF14532.10, PFAM:PF18024.5
contig_1	647493	647873	-	EMDHBN_03180	14.6	4.2	PF06262.15|Zincin_1	PFAM:PF06262.15
contig_1	647979	648101	+	EMDHBN_03185	4.8	10.0		
contig_1	649635	651083	-	EMDHBN_03195	53.9	5.4		
contig_1	654487	655494	+	EMDHBN_03210	35.4	7.2	PF13660.10|DUF4147	PFAM:PF13660.10
contig_1	655809	656435	+	EMDHBN_03215	22.9	8.5	PF00126.31|HTH_1, PF04015.16|DUF362	PFAM:PF00126.31, PFAM:PF04015.16
contig_1	668720	669337	-	EMDHBN_03255	22.6	9.6		
contig_1	676377	677525	+	EMDHBN_03285	42.9	9.1	PF00990.25|GGDEF	PFAM:PF00990.25
contig_1	708953	709402	-	EMDHBN_03455	16.4	5.8		
contig_1	712549	714408	+	EMDHBN_03470	66.1	8.2	PF00009.31|GTP_EFTU, PF03144.29|GTP_EFTU_D2, PF09106.15|SelB-wing_2, PF09107.15|SelB-wing_3	PFAM:PF00009.31, PFAM:PF03144.29, PFAM:PF09106.15, PFAM:PF09107.15
contig_1	714794	715864	+	EMDHBN_03480	37.6	4.6		
contig_1	717097	717558	+	EMDHBN_03490	16.2	9.9	PF07728.18|AAA_5	PFAM:PF07728.18
contig_1	717440	717973	-	EMDHBN_03495	19.4	7.6	PF01648.24|ACPS	PFAM:PF01648.24
contig_1	717970	718200	-	EMDHBN_03500	8.7	4.6	PF00550.29|PP-binding	PFAM:PF00550.29
contig_1	730840	730962	+	EMDHBN_03525	4.7	11.0		
contig_1	734827	735339	-	EMDHBN_03545	19.0	8.8		
contig_1	742008	743504	-	EMDHBN_03585	55.4	4.9		SO:0001217, UniRef:UniRef50_UPI0024037B09
contig_1	744144	744629	+	EMDHBN_03595	16.7	7.7		
contig_1	744811	744939	-	EMDHBN_03605	4.9	10.6		
contig_1	745388	745990	-	EMDHBN_03615	20.9	5.6		
contig_1	746003	746431	-	EMDHBN_03620	14.8	8.3		
contig_1	750906	751547	+	EMDHBN_03645	24.4	6.0	PF00392.25|GntR, PF07729.16|FCD	PFAM:PF00392.25, PFAM:PF07729.16
contig_1	751679	752419	+	EMDHBN_03650	27.3	9.6		
contig_1	756492	756758	+	EMDHBN_03670	9.4	5.3		SO:0001217, UniRef:UniRef50_UPI00203BBF74
contig_1	766139	767425	-	EMDHBN_03720	46.0	6.8		
contig_1	775391	775822	-	EMDHBN_03760	15.5	5.5		
contig_1	778240	778410	+	EMDHBN_03775	5.8	9.9		SO:0001217, UniRef:UniRef50_UPI00203D4576
contig_1	780780	781322	-	EMDHBN_03790	21.1	8.7		
contig_1	782427	782639	-	EMDHBN_03800	7.8	4.7		
contig_1	783108	783440	-	EMDHBN_03805	12.5	5.7		
contig_1	783616	783777	+	EMDHBN_03810	5.8	5.1		
contig_1	783931	784218	+	EMDHBN_03815	10.5	6.6	PF01381.26|HTH_3, PF13412.10|HTH_24, PF13443.10|HTH_26, PF13560.10|HTH_31	PFAM:PF01381.26, PFAM:PF13412.10, PFAM:PF13443.10, PFAM:PF13560.10
contig_1	784191	784649	+	EMDHBN_03820	16.7	4.7	PF01381.26|HTH_3	PFAM:PF01381.26
contig_1	784692	784901	+	EMDHBN_03825	8.0	6.2		
contig_1	784947	785132	+	EMDHBN_03830	7.0	9.4		
contig_1	785129	785281	+	EMDHBN_03835	5.8	9.3		
contig_1	787512	787691	+	EMDHBN_03850	6.6	9.7		
contig_1	787681	787884	+	EMDHBN_03855	7.6	11.1		
contig_1	787877	788440	+	EMDHBN_03860	21.1	9.9	PF13384.10|HTH_23, PF13518.10|HTH_28, PF13936.10|HTH_38	PFAM:PF13384.10, PFAM:PF13518.10, PFAM:PF13936.10
contig_1	790746	791063	+	EMDHBN_03875	12.1	5.1		SO:0001217, UniRef:UniRef50_A0A413L5L7
contig_1	791533	791775	+	EMDHBN_03880	9.6	4.6		
contig_1	791772	792134	+	EMDHBN_03885	13.5	4.3		
contig_1	792131	792442	+	EMDHBN_03890	12.0	4.7		
contig_1	792439	792840	+	EMDHBN_03895	15.0	8.5		
contig_1	792797	793003	+	EMDHBN_03900	7.6	6.4		SO:0001217, UniRef:UniRef50_A0A8J6MFM3
contig_1	792990	793352	+	EMDHBN_03905	14.0	7.6	PF13556.10|HTH_30	PFAM:PF13556.10
contig_1	797642	797818	+	EMDHBN_03925	5.9	7.9		
contig_1	797815	799098	+	EMDHBN_03930	47.8	6.6		
contig_1	799095	799898	+	EMDHBN_03935	28.6	4.7	PF00574.27|CLP_protease	PFAM:PF00574.27
contig_1	799913	801142	+	EMDHBN_03940	43.6	5.0		
contig_1	801145	801480	+	EMDHBN_03945	12.5	4.5		
contig_1	801518	802072	+	EMDHBN_03950	20.6	8.9		SO:0001217, UniRef:UniRef50_A0A2U1BC16
contig_1	802072	802560	+	EMDHBN_03955	18.2	9.3		
contig_1	802557	802994	+	EMDHBN_03960	15.8	4.5	PF20765.1|DUF6838	PFAM:PF20765.1
contig_1	809430	809639	+	EMDHBN_03995	7.3	6.1		
contig_1	811639	812400	+	EMDHBN_04015	26.5	5.7		
contig_1	812740	813066	+	EMDHBN_04020	11.6	4.5		
contig_1	820035	820235	+	EMDHBN_04060	7.6	7.7		
contig_1	822966	824222	+	EMDHBN_04080	47.8	5.8	PF13641.10|Glyco_tranf_2_3	PFAM:PF13641.10
contig_1	831392	831688	-	EMDHBN_04130	11.3	5.1		
contig_1	837903	838514	+	EMDHBN_04170	21.8	9.8		
contig_1	847869	849020	-	EMDHBN_04215	40.6	8.8	PF00226.35|DnaJ, PF00684.23|DnaJ_CXXCXGXG, PF01556.22|DnaJ_C	PFAM:PF00226.35, PFAM:PF00684.23, PFAM:PF01556.22
contig_1	878115	878861	+	EMDHBN_04350	27.9	4.5		RefSeq:WP_002573994.1, SO:0001217, UniParc:UPI000240FB55, UniRef:UniRef100_R0C8E7, UniRef:UniRef50_R0C8E7, UniRef:UniRef90_R0C8E7
contig_1	909425	909856	-	EMDHBN_04490	15.8	5.1	PF01381.26|HTH_3, PF13443.10|HTH_26, PF13560.10|HTH_31	PFAM:PF01381.26, PFAM:PF13443.10, PFAM:PF13560.10
contig_1	910025	910255	+	EMDHBN_04495	8.4	7.6		
contig_1	910783	911268	-	EMDHBN_04505	18.7	9.0		
contig_1	912073	912231	+	EMDHBN_04510	6.0	6.7		
contig_1	912530	912847	+	EMDHBN_04515	11.9	4.8		
contig_1	913642	913914	+	EMDHBN_04525	10.0	10.2		
contig_1	913926	914453	+	EMDHBN_04530	18.7	4.2	PF01464.24|SLT	PFAM:PF01464.24
contig_1	915067	917004	+	EMDHBN_04540	71.5	5.3	PF13476.10|AAA_23	PFAM:PF13476.10
contig_1	916994	917605	+	EMDHBN_04545	23.0	4.8		
contig_1	917602	918324	+	EMDHBN_04550	26.8	7.5	PF12706.11|Lactamase_B_2	PFAM:PF12706.11
contig_1	918343	919230	+	EMDHBN_04555	33.0	7.6	PF14297.10|Lin1244_N	PFAM:PF14297.10
contig_1	919223	919792	+	EMDHBN_04560	21.0	9.8	PF13384.10|HTH_23	PFAM:PF13384.10
contig_1	921372	921626	+	EMDHBN_04570	9.8	4.9		
contig_1	928745	928912	+	EMDHBN_04615	5.7	6.0	PF00096.30|zf-C2H2	PFAM:PF00096.30
contig_1	929287	929628	+	EMDHBN_04625	12.0	6.0		SO:0001217, UniRef:UniRef50_A0A417EYH4
contig_1	935072	935449	+	EMDHBN_04660	13.6	4.2		
contig_1	935446	937116	+	EMDHBN_04665	61.2	4.8		SO:0001217, UniRef:UniRef50_A0A417EY63
contig_1	937113	937502	+	EMDHBN_04670	14.6	4.8		
contig_1	937505	938734	+	EMDHBN_04675	37.7	5.1		
contig_1	938737	939102	+	EMDHBN_04680	13.7	4.1		
contig_1	939095	939220	+	EMDHBN_04685	5.1	8.0		
contig_1	943787	947140	-	EMDHBN_04730	111.9	4.6	PF00395.24|SLH	PFAM:PF00395.24
contig_1	957714	958226	+	EMDHBN_04790	18.3	6.6		
contig_1	958441	958824	+	EMDHBN_04800	12.8	6.2		
contig_1	959966	960445	+	EMDHBN_04810	16.6	4.6		SO:0001217, UniRef:UniRef50_UPI00203ECA08
contig_1	976118	976444	+	EMDHBN_04905	12.1	4.5		
contig_1	984633	985085	+	EMDHBN_04950	16.8	6.6		
contig_1	985105	985572	+	EMDHBN_04955	17.1	4.6		SO:0001217, UniRef:UniRef50_UPI00203BFE07
contig_1	989192	989974	+	EMDHBN_04975	29.0	4.7		SO:0001217, UniRef:UniRef50_A0A1Y4RZU6, UniRef:UniRef90_A0A1C6DGX0
contig_1	993469	993816	+	EMDHBN_04990	11.6	5.7		SO:0001217, UniRef:UniRef50_UPI00203C744B
contig_1	998450	999052	+	EMDHBN_05015	21.2	7.6		
contig_1	1001701	1001979	+	EMDHBN_05030	10.0	6.6		
contig_1	1005748	1005855	+	EMDHBN_05055	3.9	4.7		
contig_1	1034932	1035375	+	EMDHBN_05165	15.5	5.7		
contig_1	1036451	1037578	-	EMDHBN_05180	38.9	5.7		
contig_1	1064109	1064342	-	EMDHBN_05325	8.6	4.5		
contig_1	1064335	1064811	-	EMDHBN_05330	16.8	4.5		SO:0001217, UniRef:UniRef50_A0A1Y3XGD1
contig_1	1064842	1065120	-	EMDHBN_05335	9.6	9.4		SO:0001217, UniRef:UniRef50_UPI00203E6B9E
contig_1	1069610	1069786	+	EMDHBN_05370	6.7	5.7		
contig_1	1069922	1070407	+	EMDHBN_05375	18.4	5.6		SO:0001217, UniRef:UniRef50_E8LHB2
contig_1	1077573	1078625	+	EMDHBN_05400	38.0	4.9	PF02786.21|CPSase_L_D2	PFAM:PF02786.21
contig_1	1083749	1084018	+	EMDHBN_05425	10.0	4.4		SO:0001217, UniRef:UniRef50_UPI002040A1AB
contig_1	1086225	1086707	+	EMDHBN_05445	17.9	9.4		
contig_1	1088912	1089592	+	EMDHBN_05460	24.7	5.4		
contig_1	1095804	1096235	+	EMDHBN_05505	16.2	5.6	PF01451.25|LMWPc	PFAM:PF01451.25
contig_1	1107667	1109100	-	EMDHBN_05555	52.5	4.6	PF18705.5|DUF5643	PFAM:PF18705.5
contig_1	1114581	1115126	+	EMDHBN_05590	19.7	5.1		
contig_1	1115138	1116124	+	EMDHBN_05595	34.2	5.1	PF04536.18|TPM_phosphatase	PFAM:PF04536.18
contig_1	1117068	1118336	-	EMDHBN_05605	46.8	8.4		
contig_1	1126422	1126580	-	EMDHBN_05645	5.8	10.8		
contig_1	1126720	1126890	+	EMDHBN_05650	5.4	4.1	PF00037.31|Fer4, PF12797.11|Fer4_2, PF12800.11|Fer4_4, PF12837.11|Fer4_6, PF12838.11|Fer4_7, PF13183.10|Fer4_8, PF13237.10|Fer4_10, PF13484.10|Fer4_16, PF13534.10|Fer4_17	PFAM:PF00037.31, PFAM:PF12797.11, PFAM:PF12800.11, PFAM:PF12837.11, PFAM:PF12838.11, PFAM:PF13183.10, PFAM:PF13237.10, PFAM:PF13484.10, PFAM:PF13534.10
contig_1	1138418	1139137	-	EMDHBN_05705	25.6	8.9		
contig_1	1139151	1139930	-	EMDHBN_05710	28.6	6.1	PF13508.11|Acetyltransf_7	PFAM:PF13508.11
contig_1	1148898	1150904	+	EMDHBN_05750	74.0	7.9	PF00004.33|AAA, PF00158.30|Sigma54_activat, PF01078.25|Mg_chelatase, PF01590.30|GAF, PF02954.23|HTH_8, PF07728.18|AAA_5, PF08448.14|PAS_4, PF14532.10|Sigma54_activ_2	PFAM:PF00004.33, PFAM:PF00158.30, PFAM:PF01078.25, PFAM:PF01590.30, PFAM:PF02954.23, PFAM:PF07728.18, PFAM:PF08448.14, PFAM:PF14532.10, SO:0001217, UniRef:UniRef50_A0A212K784
contig_1	1150992	1151729	+	EMDHBN_05755	26.3	5.2		
contig_1	1151753	1152391	+	EMDHBN_05760	23.6	9.1		
contig_1	1152388	1152672	+	EMDHBN_05765	10.4	9.6		
contig_2	546	728	-	EMDHBN_05775	6.9	4.1		
contig_2	772	936	-	EMDHBN_05780	6.2	4.8		
contig_2	2426	2599	-	EMDHBN_05795	5.9	7.9		SO:0001217, UniRef:UniRef50_A0A1C6DQV5, UniRef:UniRef90_A0A1C6DR64
contig_2	2646	2855	-	EMDHBN_05800	6.9	6.5		SO:0001217, UniRef:UniRef50_A0A1C6DQV5
contig_2	2855	3004	-	EMDHBN_05805	5.5	9.3		
contig_2	3001	3204	-	EMDHBN_05810	7.2	4.9		SO:0001217, UniRef:UniRef50_A0A971SBB1
contig_2	3201	3410	-	EMDHBN_05815	7.8	4.7		
contig_2	4129	6642	-	EMDHBN_05820	91.9	4.9		
contig_2	6727	6993	+	EMDHBN_05825	10.1	6.6		
contig_77	5965	6087	-	EMDHBN_05875	4.6	4.5		SO:0001217, UniRef:UniRef50_A0A944FYE5, UniRef:UniRef90_UPI00262FF60B
contig_77	6084	6476	-	EMDHBN_05880	15.0	8.7		
contig_77	6448	6783	-	EMDHBN_05885	12.3	9.6	PF13408.10|Zn_ribbon_recom	PFAM:PF13408.10
contig_77	6908	7429	-	EMDHBN_05890	18.4	5.1		
contig_77	10537	11121	-	EMDHBN_05905	21.6	5.5	PF01381.26|HTH_3, PF05899.16|Cupin_3, PF07883.15|Cupin_2, PF13443.10|HTH_26, PF13560.10|HTH_31	PFAM:PF01381.26, PFAM:PF05899.16, PFAM:PF07883.15, PFAM:PF13443.10, PFAM:PF13560.10
contig_77	11360	12262	+	EMDHBN_05910	31.5	4.7		
contig_77	12336	13073	-	EMDHBN_05915	26.9	6.2	PF00072.28|Response_reg, PF00512.29|HisKA	PFAM:PF00072.28, PFAM:PF00512.29
contig_77	13556	14017	-	EMDHBN_05920	16.7	6.1		
contig_77	14058	14369	+	EMDHBN_05925	11.6	6.6		
contig_77	29372	30295	-	EMDHBN_05985	35.3	6.5	PF08867.15|FRG	PFAM:PF08867.15
contig_77	46494	47237	+	EMDHBN_06055	28.6	4.6		
contig_77	47237	47887	+	EMDHBN_06060	24.3	7.7		
contig_77	47944	48666	+	EMDHBN_06065	26.3	5.1		
contig_77	48663	49331	+	EMDHBN_06070	24.5	9.1		
contig_77	59644	60195	+	EMDHBN_06125	19.9	9.0		SO:0001217, UniRef:UniRef50_UPI001F418044
contig_77	60397	60801	+	EMDHBN_06130	14.1	5.4		
contig_77	60942	61058	+	EMDHBN_06135	4.1	10.9		
contig_77	65467	65727	+	EMDHBN_06165	9.1	4.5		
contig_77	65711	66412	+	EMDHBN_06170	25.7	5.3	PF07826.15|IMP_cyclohyd	PFAM:PF07826.15
contig_77	72768	73454	-	EMDHBN_06190	26.2	8.8		
contig_77	77795	78394	-	EMDHBN_06215	22.2	6.7	PF00990.25|GGDEF	PFAM:PF00990.25
contig_77	80619	81404	+	EMDHBN_06235	28.3	9.6		SO:0001217, UniRef:UniRef50_UPI0020424BD1
contig_77	83574	86201	+	EMDHBN_06255	95.5	4.8	PF05569.15|Peptidase_M56	PFAM:PF05569.15
contig_77	94781	95191	-	EMDHBN_06300	14.4	9.6		
contig_77	109265	110023	+	EMDHBN_06385	28.1	5.4	PF00990.25|GGDEF	PFAM:PF00990.25
contig_77	113604	113810	-	EMDHBN_06405	7.9	7.0		SO:0001217, UniRef:UniRef50_A0A2U1CDS7
contig_77	117789	118580	-	EMDHBN_06425	29.3	6.6	PF09339.14|HTH_IclR	PFAM:PF09339.14
contig_77	119909	120676	-	EMDHBN_06435	26.9	8.5	PF07833.15|Cu_amine_oxidN1	PFAM:PF07833.15
contig_77	120798	120983	-	EMDHBN_06440	7.0	4.9		
contig_77	121433	122074	-	EMDHBN_06450	24.3	9.6		SO:0001217, UniRef:UniRef50_UPI00203B1384
contig_77	122494	123246	+	EMDHBN_06460	28.9	5.2	PF08241.16|Methyltransf_11, PF08242.16|Methyltransf_12, PF13489.10|Methyltransf_23, PF13649.10|Methyltransf_25, PF13847.10|Methyltransf_31	PFAM:PF08241.16, PFAM:PF08242.16, PFAM:PF13489.10, PFAM:PF13649.10, PFAM:PF13847.10
contig_77	133836	134075	-	EMDHBN_06535	8.9	8.9		
contig_77	140769	141113	+	EMDHBN_06565	13.3	5.3		
contig_77	142975	143856	-	EMDHBN_06575	33.1	6.9		SO:0001217, UniRef:UniRef50_R6TKK6
contig_77	149575	150345	+	EMDHBN_06645	28.6	9.3	PF01541.28|GIY-YIG	PFAM:PF01541.28
contig_77	153639	153785	+	EMDHBN_06675	5.3	7.9		
contig_77	154734	155063	+	EMDHBN_06685	10.8	4.5		
contig_77	156612	160214	-	EMDHBN_06710	135.3	5.6	PF00072.28|Response_reg, PF00512.29|HisKA, PF00989.29|PAS, PF02518.30|HATPase_c, PF08447.16|PAS_3, PF08448.14|PAS_4, PF12680.11|SnoaL_2, PF13426.11|PAS_9, PF13474.10|SnoaL_3	PFAM:PF00072.28, PFAM:PF00512.29, PFAM:PF00989.29, PFAM:PF02518.30, PFAM:PF08447.16, PFAM:PF08448.14, PFAM:PF12680.11, PFAM:PF13426.11, PFAM:PF13474.10
contig_77	164311	164883	-	EMDHBN_06725	21.1	5.5	PF13472.10|Lipase_GDSL_2	PFAM:PF13472.10
contig_77	167655	167891	+	EMDHBN_06750	9.3	4.5		
contig_77	169369	170166	+	EMDHBN_06765	28.1	6.6		SO:0001217, UniRef:UniRef50_A6P1L5
contig_77	180552	180671	+	EMDHBN_06815	4.2	10.4		
contig_77	183205	183489	-	EMDHBN_06835	9.0	6.5		
