#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_20	30499	30720	+	ACLHAE_01830	8.5	9.2		RefSeq:WP_006574724.1, SO:0001217, UniParc:UPI000157154D, UniRef:UniRef100_A6P181, UniRef:UniRef50_A6P181, UniRef:UniRef90_A6P181
contig_20	32483	32692	-	ACLHAE_01840	7.9	8.8		RefSeq:WP_040647763.1, SO:0001217, UniParc:UPI0002FCFAF2, UniRef:UniRef100_A6P183, UniRef:UniRef50_A6P183, UniRef:UniRef90_A6P183
contig_20	38957	39073	+	ACLHAE_01880	4.2	12.0		SO:0001217, UniParc:UPI0001571558, UniRef:UniRef100_A6P192, UniRef:UniRef50_A6P192, UniRef:UniRef90_A6P192
contig_20	46299	47519	+	ACLHAE_01910	43.6	4.1		RefSeq:WP_006574742.1, SO:0001217, UniParc:UPI000157166B, UniRef:UniRef100_A6P199, UniRef:UniRef50_A6P199, UniRef:UniRef90_A6P199
contig_20	102611	102742	+	ACLHAE_02130	4.9	10.3		SO:0001217, UniParc:UPI00015719B1, UniRef:UniRef100_A6P1E8, UniRef:UniRef50_A6P1E8, UniRef:UniRef90_A6P1E8
contig_20	105378	106151	-	ACLHAE_02150	27.5	12.0		SO:0001217, UniParc:UPI00015719B8, UniRef:UniRef100_A6P1F5, UniRef:UniRef50_A6P1F5, UniRef:UniRef90_A6P1F5
contig_20	106234	106620	+	ACLHAE_02155	14.3	5.2		SO:0001217, UniRef:UniRef50_A6P1F7, UniRef:UniRef90_A6P1F7
contig_20	110747	110950	-	ACLHAE_02180	7.8	6.6		SO:0001217, UniRef:UniRef50_A6P1G6, UniRef:UniRef90_A6P1G6
contig_20	113543	113764	+	ACLHAE_02190	8.4	8.5		
contig_20	131554	131823	-	ACLHAE_02295	9.7	6.9		RefSeq:WP_040647808.1, SO:0001217, UniParc:UPI0002E5047E, UniRef:UniRef100_A6P1K1, UniRef:UniRef50_A6P1K1, UniRef:UniRef90_A6P1K1
contig_20	145533	145823	-	ACLHAE_02345	11.1	7.8		RefSeq:WP_006574856.1, SO:0001217, UniParc:UPI000157096F, UniRef:UniRef100_A6P1L3, UniRef:UniRef50_A6P1L3, UniRef:UniRef90_A6P1L3
contig_20	147319	148095	-	ACLHAE_02355	28.1	7.7		RefSeq:WP_040647812.1, SO:0001217, UniParc:UPI000315A45F, UniRef:UniRef100_A6P1L5, UniRef:UniRef50_A6P1L5, UniRef:UniRef90_A6P1L5
contig_20	154208	155011	+	ACLHAE_02395	29.3	9.4		RefSeq:WP_006574867.1, SO:0001217, UniParc:UPI000157097A, UniRef:UniRef100_A6P1M4, UniRef:UniRef50_A6P1M4, UniRef:UniRef90_A6P1M4
contig_20	163120	163626	-	ACLHAE_02450	18.9	9.8		RefSeq:WP_006574876.1, SO:0001217, UniParc:UPI0001570AA3, UniRef:UniRef100_A6P1N3, UniRef:UniRef50_A6P1N3, UniRef:UniRef90_A6P1N3
contig_20	196198	197214	+	ACLHAE_02590	39.2	5.7		RefSeq:WP_006574911.1, SO:0001217, UniParc:UPI0001570D32, UniRef:UniRef100_A6P1R8, UniRef:UniRef50_A6P1R8, UniRef:UniRef90_A6P1R8
contig_22	40907	41455	+	ACLHAE_02830	21.3	6.7		RefSeq:WP_006574646.1, SO:0001217, UniParc:UPI00015711C2, UniRef:UniRef100_A6P103, UniRef:UniRef50_A6P103, UniRef:UniRef90_A6P103
contig_23	1662	2354	-	ACLHAE_02995	26.9	4.3		RefSeq:WP_006574567.1, SO:0001217, UniParc:UPI0001570D1A, UniRef:UniRef100_A6P0S4, UniRef:UniRef50_A6P0S4, UniRef:UniRef90_A6P0S4
contig_23	17255	17935	+	ACLHAE_03055	23.7	4.1		RefSeq:WP_006574587.1, SO:0001217, UniParc:UPI0001570D2E, UniRef:UniRef100_A6P0U4, UniRef:UniRef50_A0A1Y4C4Z2, UniRef:UniRef90_A6P0U4
contig_23	28798	30774	-	ACLHAE_03105	76.0	6.3		RefSeq:WP_006574599.1, SO:0001217, UniParc:UPI0001570E47, UniRef:UniRef100_A6P0V6, UniRef:UniRef50_A6P0V6, UniRef:UniRef90_A6P0V6
contig_24	912	1967	-	ACLHAE_03130	39.3	4.4		
contig_25	1687	2013	-	ACLHAE_03140	12.3	5.8		RefSeq:WP_006574467.1, SO:0001217, UniParc:UPI0001570824, UniRef:UniRef100_A6P0H4, UniRef:UniRef50_A6P0H4, UniRef:UniRef90_A6P0H4
contig_25	3143	3427	-	ACLHAE_03155	10.6	4.6		RefSeq:WP_006574470.1, SO:0001217, UniParc:UPI0001570827, UniRef:UniRef100_A6P0H7, UniRef:UniRef50_A6P0H7, UniRef:UniRef90_A6P0H7
contig_25	4093	4716	-	ACLHAE_03170	23.3	7.7		SO:0001217, UniRef:UniRef50_UPI001FA933C7
contig_25	26201	26482	+	ACLHAE_03275	9.7	9.8		RefSeq:WP_006574500.1, SO:0001217, UniParc:UPI0001570957, UniRef:UniRef100_A6P0K7, UniRef:UniRef50_A6P0K7, UniRef:UniRef90_A6P0K7
contig_25	27029	27337	+	ACLHAE_03285	11.2	4.8		RefSeq:WP_006574502.1, SO:0001217, UniParc:UPI0001570959, UniRef:UniRef100_A6P0K9, UniRef:UniRef50_A6P0K9, UniRef:UniRef90_A6P0K9
contig_26	12237	12563	+	ACLHAE_03600	11.2	5.8	PF07992.18|Pyr_redox_2	PFAM:PF07992.18
contig_26	28018	28287	+	ACLHAE_03675	9.8	4.3		RefSeq:WP_006574378.1, SO:0001217, UniParc:UPI000157153D, UniRef:UniRef100_A6P082, UniRef:UniRef50_A0A0S2W447, UniRef:UniRef90_A6P082
contig_26	28327	28440	+	ACLHAE_03680	3.8	8.0		SO:0001217, UniParc:UPI000157153E, UniRef:UniRef100_A6P083, UniRef:UniRef50_A6P083, UniRef:UniRef90_A6P083
contig_26	71723	72220	+	ACLHAE_03835	19.5	7.7		RefSeq:WP_006574413.1, SO:0001217, UniParc:UPI0001571776, UniRef:UniRef100_A6P0B7, UniRef:UniRef50_A0A4D7AMC7, UniRef:UniRef90_A0A096AXJ0
contig_26	75287	75538	+	ACLHAE_03860	9.5	4.5		RefSeq:WP_006574419.1, SO:0001217, UniParc:UPI0001571880, UniRef:UniRef100_A6P0C3, UniRef:UniRef50_F4XBZ8, UniRef:UniRef90_F4XBZ8
contig_26	79788	80381	+	ACLHAE_03895	22.3	5.1		RefSeq:WP_006574426.1, SO:0001217, UniParc:UPI0001571887, UniRef:UniRef100_A6P0D0, UniRef:UniRef50_V2XSJ3, UniRef:UniRef90_A6P0D0
contig_26	97898	101107	+	ACLHAE_03985	123.6	5.4		SO:0001217, UniParc:UPI00015719A5, UniRef:UniRef100_A6P0G0, UniRef:UniRef50_A6P0G0, UniRef:UniRef90_A6P0G0
contig_28	250	462	+	ACLHAE_04025	8.0	9.2		RefSeq:WP_006574345.1, SO:0001217, UniParc:UPI00015713F5, UniRef:UniRef100_A6P046, UniRef:UniRef50_A6P046, UniRef:UniRef90_A6P046
contig_31	27	551	+	ACLHAE_04105	20.4	8.9		SO:0001217, UniRef:UniRef50_A0A143XP42
contig_31	16242	17012	-	ACLHAE_04180	28.1	11.2		
contig_31	23473	24150	+	ACLHAE_04200	26.0	5.6		RefSeq:WP_040647594.1, SO:0001217, UniParc:UPI00058AE5BF, UniRef:UniRef100_A6P005, UniRef:UniRef50_A6P005, UniRef:UniRef90_A6P005
contig_31	26818	27921	+	ACLHAE_04220	42.0	4.7		RefSeq:WP_040647596.1, SO:0001217, UniParc:UPI0002D3681E, UniRef:UniRef100_A6P009, UniRef:UniRef50_A6P009, UniRef:UniRef90_A6P009
contig_33	33675	34079	+	ACLHAE_04400	14.0	5.4		RefSeq:WP_006574226.1, SO:0001217, UniParc:UPI0001570D0D, UniRef:UniRef100_A6NZS1, UniRef:UniRef50_A6NZS1, UniRef:UniRef90_A6NZS1
contig_33	34144	35280	+	ACLHAE_04405	40.1	4.1		RefSeq:WP_006574227.1, SO:0001217, UniParc:UPI0001570D0E, UniRef:UniRef100_A6NZS2, UniRef:UniRef50_A6NZS2, UniRef:UniRef90_A6NZS2
contig_33	61271	61498	+	ACLHAE_04490	7.8	10.8		RefSeq:WP_006574246.1, SO:0001217, UniParc:UPI0001570E37, UniRef:UniRef100_A6NZU1, UniRef:UniRef50_A6NZU1, UniRef:UniRef90_A6NZU1
contig_34	503	613	-	ACLHAE_04645	4.2	9.3		
contig_35	1273	1443	-	ACLHAE_04665	6.4	4.1		RefSeq:WP_006573794.1, SO:0001217, UniParc:UPI0001570759, UniRef:UniRef100_A6NYI9, UniRef:UniRef50_F4XB83, UniRef:UniRef90_A6NYI9
contig_35	10163	10357	-	ACLHAE_04715	7.3	10.3		RefSeq:WP_157196107.1, SO:0001217, UniParc:UPI0012F706E3, UniRef:UniRef100_UPI0012F706E3, UniRef:UniRef50_UPI0012F706E3, UniRef:UniRef90_UPI0012F706E3
contig_35	32575	32694	-	ACLHAE_04790	4.4	8.2		SO:0001217, UniParc:UPI000156FC36, UniRef:UniRef100_A6NYL7, UniRef:UniRef50_A0A4R1QMJ9, UniRef:UniRef90_A6NYL7
contig_35	34149	34700	+	ACLHAE_04800	21.7	6.7		RefSeq:WP_006573826.1, SO:0001217, UniParc:UPI000156FC3A, UniRef:UniRef100_A6NYM1, UniRef:UniRef50_C9LBZ3, UniRef:UniRef90_A6NYM1
contig_35	61106	61453	+	ACLHAE_04925	12.9	5.8		RefSeq:WP_242823716.1, SO:0001217, UniParc:UPI001FA6E9E9, UniRef:UniRef100_A6NYQ1, UniRef:UniRef50_A0A096B860, UniRef:UniRef90_A6NYQ1
contig_35	63899	65011	-	ACLHAE_04950	41.2	4.1		RefSeq:WP_052647223.1, SO:0001217, UniParc:UPI0002D58D6B, UniRef:UniRef100_A6NYQ6, UniRef:UniRef50_A6NYQ6, UniRef:UniRef90_A6NYQ6
contig_35	68601	69446	+	ACLHAE_04975	31.2	4.6		RefSeq:WP_006573866.1, SO:0001217, UniParc:UPI0001570BBD, UniRef:UniRef100_A6NYR1, UniRef:UniRef50_A0A928IPA8, UniRef:UniRef90_A6NYR1
contig_35	71355	71798	+	ACLHAE_04995	16.7	4.8		RefSeq:WP_006573871.1, SO:0001217, UniParc:UPI0001570BC2, UniRef:UniRef100_A6NYR6, UniRef:UniRef50_A0A096B973, UniRef:UniRef90_A6NYR6
contig_35	72315	72824	+	ACLHAE_05005	19.7	4.7		RefSeq:WP_006573873.1, SO:0001217, UniParc:UPI0001570BC4, UniRef:UniRef100_A6NYR8, UniRef:UniRef50_A6NYR8, UniRef:UniRef90_A6NYR8
contig_35	75119	75349	+	ACLHAE_05025	8.7	9.0		RefSeq:WP_087221820.1, SO:0001217, UniParc:UPI000B3AEEDC, UniRef:UniRef100_A6NYS2, UniRef:UniRef50_A0A1Y3RKC0, UniRef:UniRef90_A0A1Y3RKC0
contig_35	75375	76124	+	ACLHAE_05030	28.8	5.9		SO:0001217, UniRef:UniRef50_A6NYS3, UniRef:UniRef90_A6NYS3
contig_35	88740	89075	+	ACLHAE_05090	11.2	4.8		RefSeq:WP_006573892.1, SO:0001217, UniParc:UPI0001570CFB, UniRef:UniRef100_A6NYT7, UniRef:UniRef50_A6NYT7, UniRef:UniRef90_A6NYT7
contig_35	89125	89388	+	ACLHAE_05095	9.8	10.0		SO:0001217, UniRef:UniRef50_R9M355
contig_35	116422	116754	-	ACLHAE_05255	12.6	9.4		RefSeq:WP_006573929.1, SO:0001217, UniParc:UPI0001570F40, UniRef:UniRef100_A6NYX4, UniRef:UniRef50_A0A1Y4EU54, UniRef:UniRef90_A0A1Y4EU54
contig_35	128839	129159	-	ACLHAE_05310	12.0	9.2		RefSeq:WP_006573946.1, SO:0001217, UniParc:UPI0001570F50, UniRef:UniRef100_A6NYZ0, UniRef:UniRef50_D9R7J7, UniRef:UniRef90_A6NYZ0
contig_35	129152	129370	-	ACLHAE_05315	8.2	5.3		RefSeq:WP_006573947.1, SO:0001217, UniParc:UPI0001570F51, UniRef:UniRef100_A6NYZ1, UniRef:UniRef50_A0A416DJA5, UniRef:UniRef90_A6NYZ1
contig_35	129383	129865	-	ACLHAE_05320	18.7	9.5		RefSeq:WP_006573948.1, SO:0001217, UniParc:UPI0001570F53, UniRef:UniRef100_A6NYZ3, UniRef:UniRef50_A6NYZ3, UniRef:UniRef90_A6NYZ3
contig_35	133730	133981	-	ACLHAE_05340	9.6	8.9		RefSeq:WP_006573952.1, SO:0001217, UniParc:UPI0001570F57, UniRef:UniRef100_A6NYZ7, UniRef:UniRef50_A6NYZ7, UniRef:UniRef90_A6NYZ7
contig_35	135809	136897	-	ACLHAE_05350	39.1	5.2		RefSeq:WP_006573954.1, SO:0001217, UniParc:UPI0001571075, UniRef:UniRef100_A6NYZ9, UniRef:UniRef50_A6NYZ9, UniRef:UniRef90_A6NYZ9
contig_35	155890	156480	-	ACLHAE_05435	21.3	9.2		RefSeq:WP_006573975.1, SO:0001217, UniParc:UPI000157119E, UniRef:UniRef100_A6NZ20, UniRef:UniRef50_A6NZ20, UniRef:UniRef90_A6NZ20
contig_35	187940	188287	+	ACLHAE_05555	12.5	4.6		RefSeq:WP_040647404.1, SO:0001217, UniParc:UPI00058EF0C6, UniRef:UniRef100_UPI00058EF0C6, UniRef:UniRef50_A0A1C6BY96, UniRef:UniRef90_A0A1C6BY96
contig_35	213713	214345	-	ACLHAE_05660	24.3	10.3		RefSeq:WP_040647417.1, SO:0001217, UniParc:UPI000591178E, UniRef:UniRef100_A6NZ72, UniRef:UniRef50_A6NZ72, UniRef:UniRef90_A6NZ72
contig_35	222834	223178	-	ACLHAE_05705	11.9	7.7		SO:0001217, UniRef:UniRef50_A6NZ81, UniRef:UniRef90_A6NZ81
contig_35	231898	232170	-	ACLHAE_05745	9.9	4.8		RefSeq:WP_052647233.1, SO:0001217, UniParc:UPI000697F7FF, UniRef:UniRef100_UPI000697F7FF, UniRef:UniRef50_A6NZ89, UniRef:UniRef90_A6NZ89
contig_35	283567	283662	-	ACLHAE_05990	3.7	9.3		
contig_37	16	174	+	ACLHAE_06340	5.6	11.3		SO:0001217, UniRef:UniRef50_A0A8I0L4K8, UniRef:UniRef90_A0A8I0L4K8
contig_38	5973	8663	+	ACLHAE_06420	99.3	4.3		RefSeq:WP_006573747.1, SO:0001217, UniParc:UPI0001570587, UniRef:UniRef100_A6NYE0, UniRef:UniRef50_A6NYE0, UniRef:UniRef90_A6NYE0
contig_38	8696	9151	-	ACLHAE_06425	16.3	8.7		RefSeq:WP_006573748.1, SO:0001217, UniParc:UPI0001570588, UniRef:UniRef100_A6NYE1, UniRef:UniRef50_A6NYE1, UniRef:UniRef90_A6NYE1
contig_38	29166	29291	+	ACLHAE_06520	4.7	4.5		SO:0001217, UniParc:UPI0001570669, UniRef:UniRef100_A6NYG3, UniRef:UniRef50_C7H776, UniRef:UniRef90_A6NYG3
contig_39	28460	28756	-	ACLHAE_06760	11.5	5.0		RefSeq:WP_040647172.1, SO:0001217, UniParc:UPI00058FACE6, UniRef:UniRef100_UPI00058FACE6, UniRef:UniRef50_UPI00058FACE6, UniRef:UniRef90_UPI00058FACE6
contig_39	38559	38735	-	ACLHAE_06810	6.7	8.3		RefSeq:WP_198286273.1, SO:0001217, UniParc:UPI0018DEEDD1, UniRef:UniRef100_UPI0018DEEDD1, UniRef:UniRef50_A6NXH2, UniRef:UniRef90_A6NXH2
contig_39	43706	43930	-	ACLHAE_06835	8.5	10.1		RefSeq:WP_006573451.1, SO:0001217, UniParc:UPI0001570736, UniRef:UniRef100_A6NXH8, UniRef:UniRef50_A6NXB7, UniRef:UniRef90_A6NXB7
contig_39	45962	46672	-	ACLHAE_06850	27.0	5.8		RefSeq:WP_006573455.1, SO:0001217, UniParc:UPI000157073A, UniRef:UniRef100_A6NXI2, UniRef:UniRef50_A6NXI2, UniRef:UniRef90_A6NXI2
contig_39	47439	49136	-	ACLHAE_06865	62.3	4.2		RefSeq:WP_006573458.1, SO:0001217, UniParc:UPI000157073D, UniRef:UniRef100_A6NXI5, UniRef:UniRef50_A6NXI5, UniRef:UniRef90_A6NXI5
contig_39	50824	51045	+	ACLHAE_06880	8.6	5.6		RefSeq:WP_006573462.1, SO:0001217, UniParc:UPI0001570741, UniRef:UniRef100_A6NXI9, UniRef:UniRef50_A6NXI9, UniRef:UniRef90_A6NXI9
contig_39	51702	51911	+	ACLHAE_06885	8.3	9.4		SO:0001217, UniRef:UniRef50_R6N146
contig_39	71230	71337	-	ACLHAE_06925	4.2	9.9		
contig_39	71359	71706	+	ACLHAE_06930	13.9	9.8		SO:0001217, UniRef:UniRef50_UPI00257305F2
contig_39	73976	74158	+	ACLHAE_06940	7.1	9.6		
contig_39	89743	89985	-	ACLHAE_07020	9.3	7.8	PF21757.1|DUF6870	PFAM:PF21757.1, RefSeq:WP_006573495.1, SO:0001217, UniParc:UPI000156FC21, UniRef:UniRef100_A6NXM3, UniRef:UniRef50_D4JXU4, UniRef:UniRef90_D4JXU4
contig_39	92287	92481	-	ACLHAE_07040	7.5	9.5		SO:0001217, UniParc:UPI000156FC26, UniRef:UniRef100_A6NXM8, UniRef:UniRef50_F4XHW3, UniRef:UniRef90_F4XHW3
contig_39	94310	94567	+	ACLHAE_07060	9.9	4.8		SO:0001217, UniRef:UniRef50_A0A127SMC0, UniRef:UniRef90_A0A127SMC0
contig_39	95030	95761	+	ACLHAE_07070	28.8	4.6		RefSeq:WP_006573502.1, SO:0001217, UniParc:UPI000156FCF3, UniRef:UniRef100_A0A2A7A933, UniRef:UniRef50_F4XHQ7, UniRef:UniRef90_F4XHQ7
contig_39	111164	111577	+	ACLHAE_07160	16.0	4.6		RefSeq:WP_006573521.1, SO:0001217, UniParc:UPI000156FD07, UniRef:UniRef100_A6NXQ4, UniRef:UniRef50_A6NXQ4, UniRef:UniRef90_A6NXQ4
contig_39	170253	170684	+	ACLHAE_07455	16.2	7.6		RefSeq:WP_006573579.1, SO:0001217, UniParc:UPI000156FF33, UniRef:UniRef100_A6NXX2, UniRef:UniRef50_A6NXX2, UniRef:UniRef90_A6NXX2
contig_39	193097	193246	-	ACLHAE_07550	5.9	4.6		RefSeq:WP_006573603.1, SO:0001217, UniParc:UPI000156FFEF, UniRef:UniRef100_A6NXZ6, UniRef:UniRef50_A6NXZ6, UniRef:UniRef90_A6NXZ6
contig_39	205873	207498	-	ACLHAE_07620	59.2	4.2		RefSeq:WP_006573619.1, SO:0001217, UniParc:UPI00015700A4, UniRef:UniRef100_A6NY12, UniRef:UniRef50_A6NY12, UniRef:UniRef90_A6NY12
contig_39	213966	214832	-	ACLHAE_07670	33.0	6.8		RefSeq:WP_006573627.1, SO:0001217, UniParc:UPI00015700AC, UniRef:UniRef100_A6NY20, UniRef:UniRef50_A6NY20, UniRef:UniRef90_A6NY20
contig_39	216352	216606	-	ACLHAE_07685	9.5	9.0		SO:0001217, UniRef:UniRef50_A0A2A6Z7Z7
contig_39	218558	218860	-	ACLHAE_07700	10.6	5.1		RefSeq:WP_006573634.1, SO:0001217, UniParc:UPI000157016A, UniRef:UniRef100_A6NY27, UniRef:UniRef50_A6NY27, UniRef:UniRef90_A6NY27
contig_39	218853	219869	-	ACLHAE_07705	37.4	6.0		RefSeq:WP_006573635.1, SO:0001217, UniParc:UPI000157016B, UniRef:UniRef100_A6NY28, UniRef:UniRef50_A6NY28, UniRef:UniRef90_A6NY28
contig_39	219893	220192	-	ACLHAE_07710	10.7	5.0		RefSeq:WP_006573636.1, SO:0001217, UniParc:UPI000157016C, UniRef:UniRef100_A6NY29, UniRef:UniRef50_A6NY29, UniRef:UniRef90_A6NY29
contig_39	223149	223283	-	ACLHAE_07725	4.9	4.2		SO:0001217, UniParc:UPI0001570170, UniRef:UniRef100_A6NY33, UniRef:UniRef50_A6NY33, UniRef:UniRef90_A6NY33
contig_39	223330	223587	-	ACLHAE_07730	9.6	7.8		RefSeq:WP_157196087.1, SO:0001217, UniParc:UPI0002E4696A, UniRef:UniRef100_A6NY34, UniRef:UniRef50_A6NY34, UniRef:UniRef90_A6NY34
contig_39	223771	224292	-	ACLHAE_07735	19.4	4.6		RefSeq:WP_006573642.1, SO:0001217, UniParc:UPI0001570172, UniRef:UniRef100_A6NY35, UniRef:UniRef50_A6NY35, UniRef:UniRef90_A6NY35
contig_39	224455	224919	-	ACLHAE_07740	17.8	4.4		RefSeq:WP_006573643.1, SO:0001217, UniParc:UPI0001570173, UniRef:UniRef100_A6NY36, UniRef:UniRef50_A6NY36, UniRef:UniRef90_A6NY36
contig_39	225389	230266	-	ACLHAE_07750	180.1	5.9		SO:0001217, UniRef:UniRef50_A6NY38, UniRef:UniRef90_A6NY38
contig_39	230510	231727	-	ACLHAE_07755	43.6	9.1		SO:0001217, UniRef:UniRef50_A6NY39, UniRef:UniRef90_A6NY39
contig_39	233441	234292	-	ACLHAE_07770	32.3	6.3		SO:0001217, UniParc:UPI0001570179, UniRef:UniRef100_A6NY42, UniRef:UniRef50_A6NY42, UniRef:UniRef90_A6NY42
contig_39	234289	234702	-	ACLHAE_07775	15.5	4.6		SO:0001217, UniRef:UniRef50_A6NY43, UniRef:UniRef90_A6NY43
contig_39	234665	235138	-	ACLHAE_07780	17.4	4.7		RefSeq:WP_006573651.1, SO:0001217, UniParc:UPI000157017B, UniRef:UniRef100_A6NY44, UniRef:UniRef50_A6NY44, UniRef:UniRef90_A6NY44
contig_39	236779	237147	-	ACLHAE_07790	14.1	6.8		RefSeq:WP_006573653.1, SO:0001217, UniParc:UPI0001570236, UniRef:UniRef100_A6NY46, UniRef:UniRef50_A6NY46, UniRef:UniRef90_A6NY46
contig_39	240370	240555	-	ACLHAE_07815	7.1	4.8		RefSeq:WP_006573659.1, SO:0001217, UniParc:UPI000157023C, UniRef:UniRef100_A6NY52, UniRef:UniRef50_A6NY52, UniRef:UniRef90_A6NY52
contig_39	242008	242517	+	ACLHAE_07825	19.1	4.1		
contig_39	242553	242690	+	ACLHAE_07830	5.2	4.4		RefSeq:WP_006573662.1, SO:0001217, UniParc:UPI000157023F, UniRef:UniRef100_A6NY55, UniRef:UniRef50_A6NY55, UniRef:UniRef90_A6NY55
contig_39	242767	243165	-	ACLHAE_07835	15.0	10.2		RefSeq:WP_006573663.1, SO:0001217, UniParc:UPI0001570240, UniRef:UniRef100_A6NY56, UniRef:UniRef50_A6NY56, UniRef:UniRef90_A6NY56
contig_39	244556	245548	-	ACLHAE_07845	36.3	4.3		RefSeq:WP_006573665.1, SO:0001217, UniParc:UPI0001570242, UniRef:UniRef100_A6NY58, UniRef:UniRef50_A6NY58, UniRef:UniRef90_A6NY58
contig_39	250482	251414	-	ACLHAE_07875	34.7	4.7		RefSeq:WP_006573671.1, SO:0001217, UniParc:UPI0001570248, UniRef:UniRef100_A6NY64, UniRef:UniRef50_A6NY64, UniRef:UniRef90_A6NY64
