# packages in environment at /mount/britton/Jose/conda-envs/quast:
#
# Name                        Version          Build                  Channel
libglib                       2.82.2           h2ff4ddf_1             conda-forge
libgomp                       14.2.0           h767d61c_2             conda-forge
libiconv                      1.18             h4ce23a2_1             conda-forge
libidn2                       2.3.8            ha4ef2c3_0             conda-forge
libjpeg-turbo                 3.0.0            hd590300_1             conda-forge
liblapack                     3.9.0            31_h7ac8fdf_openblas   conda-forge
liblzma                       5.6.4            hb9d3cd8_0             conda-forge
libmpdec                      4.0.0            h4bc722e_0             conda-forge
libnghttp2                    1.64.0           h161d5f1_0             conda-forge
libopenblas                   0.3.29           pthreads_h94d23a6_0    conda-forge
libpng                        1.6.47           h943b412_0             conda-forge
libsqlite                     3.49.1           hee588c1_2             conda-forge
libssh2                       1.11.1           hf672d98_0             conda-forge
libstdcxx                     14.2.0           h8f9b012_2             conda-forge
libstdcxx-ng                  14.2.0           h4852527_2             conda-forge
libtiff                       4.7.0            hd9ff511_3             conda-forge
libunistring                  0.9.10           h7f98852_0             conda-forge
libuuid                       2.38.1           h0b41bf4_0             conda-forge
libwebp-base                  1.5.0            h851e524_0             conda-forge
libxcb                        1.17.0           h8a09558_0             conda-forge
libxcrypt                     4.4.36           hd590300_1             conda-forge
libzlib                       1.3.1            hb9d3cd8_2             conda-forge
matplotlib-base               3.10.1           py313h129903b_0        conda-forge
minimap2                      2.28             h577a1d6_4             bioconda
munkres                       1.0.7            py_1                   bioconda
ncbi-vdb                      3.2.1            h9948957_0             bioconda
ncurses                       6.5              h2d0b736_3             conda-forge
numpy                         2.2.4            py313h17eae1a_0        conda-forge
openjdk                       23.0.2           h68779a4_1             conda-forge
openjpeg                      2.5.3            h5fbd93e_0             conda-forge
openssl                       3.4.1            h7b32b05_0             conda-forge
packaging                     24.2             pyhd8ed1ab_2           conda-forge
pcre2                         10.44            hba22ea6_2             conda-forge
perl                          5.32.1           7_hd590300_perl5       conda-forge
perl-archive-tar              2.40             pl5321hdfd78af_0       bioconda
perl-b-cow                    0.007            pl5321hd590300_0       conda-forge
perl-carp                     1.38             pl5321hdfd78af_4       bioconda
perl-clone                    0.46             pl5321hec16e2b_0       bioconda
perl-common-sense             3.75             pl5321hdfd78af_0       bioconda
perl-compress-raw-bzip2       2.201            pl5321h87f3376_1       bioconda
perl-compress-raw-zlib        2.105            pl5321h87f3376_0       bioconda
perl-config-general           2.67             pl5321hdfd78af_0       bioconda
perl-digest-perl-md5          1.9              pl5321hdfd78af_2       bioconda
perl-encode                   3.19             pl5321hec16e2b_1       bioconda
perl-exporter                 5.72             pl5321hdfd78af_2       bioconda
perl-exporter-tiny            1.002002         pl5321hdfd78af_0       bioconda
perl-extutils-makemaker       7.70             pl5321hd8ed1ab_0       conda-forge
perl-font-ttf                 1.06             pl5321hdfd78af_1       bioconda
perl-gd                       2.83             pl5321hc25ab4d_0       bioconda
perl-inc-latest               0.500            pl5321ha770c72_0       conda-forge
perl-io-compress              2.201            pl5321h503566f_5       bioconda
perl-io-string                1.08             pl5321hdfd78af_4       bioconda
perl-io-zlib                  1.14             pl5321hdfd78af_0       bioconda
perl-json                     4.10             pl5321hdfd78af_1       bioconda
perl-json-xs                  4.03             pl5321h9948957_4       bioconda
perl-list-moreutils           0.430            pl5321hdfd78af_0       bioconda
perl-list-moreutils-xs        0.430            pl5321h7b50bb2_5       bioconda
perl-math-bezier              0.01             pl5321hdfd78af_2       bioconda
perl-math-round               0.07             pl5321hdfd78af_2       bioconda
perl-math-vecstat             0.08             pl5321hdfd78af_2       bioconda
perl-module-build             0.4234           pl5321ha770c72_1       conda-forge
perl-module-implementation    0.09             pl5321hdfd78af_3       bioconda
perl-module-runtime           0.016            pl5321hdfd78af_2       bioconda
perl-number-format            1.76             pl5321hdfd78af_0       bioconda
perl-params-validate          1.31             pl5321h7b50bb2_4       bioconda
perl-parent                   0.236            pl5321hdfd78af_2       bioconda
perl-pathtools                3.75             pl5321hec16e2b_3       bioconda
perl-readonly                 2.05             pl5321hdfd78af_1       bioconda
perl-regexp-common            2017060201       pl5321hdfd78af_1       bioconda
perl-scalar-list-utils        1.62             pl5321hec16e2b_1       bioconda
perl-set-intspan              1.19             pl5321hdfd78af_2       bioconda
perl-statistics-basic         1.6611           pl5321hdfd78af_3       bioconda
perl-svg                      2.87             pl5321hdfd78af_0       bioconda
perl-test-fatal               0.016            pl5321hdfd78af_0       bioconda
perl-test-nowarnings          1.06             pl5321hdfd78af_0       bioconda
perl-text-format              0.62             pl5321hdfd78af_0       bioconda
perl-time-hires               1.9764           pl5321h7b50bb2_6       bioconda
perl-try-tiny                 0.31             pl5321hdfd78af_1       bioconda
perl-types-serialiser         1.01             pl5321hdfd78af_0       bioconda
perl-xml-parser               2.44_01          pl5321hc3e0081_1003    conda-forge
pillow                        11.1.0           py313h8db990d_0        conda-forge
pip                           25.0.1           pyh145f28c_0           conda-forge
pixman                        0.44.2           h29eaf8c_0             conda-forge
pthread-stubs                 0.4              hb9d3cd8_1002          conda-forge
pyparsing                     3.2.2            pyhd8ed1ab_0           conda-forge
python                        3.13.2           hf636f53_101_cp313     conda-forge
python-dateutil               2.9.0.post0      pyhff2d567_1           conda-forge
python_abi                    3.13             5_cp313                conda-forge
qhull                         2020.2           h434a139_5             conda-forge
quast                         5.3.0            py313pl5321h5ca1c30_2  bioconda
readline                      8.2              h8c095d6_2             conda-forge
rpsbproc                      0.5.0            hd6d6fdc_2             bioconda
setuptools                    75.8.2           pyhff2d567_0           conda-forge
simplejson                    3.20.1           py313h536fd9c_0        conda-forge
six                           1.17.0           pyhd8ed1ab_0           conda-forge
sysroot_linux-64              2.17             h0157908_18            conda-forge
tk                            8.6.13           noxft_h4845f30_101     conda-forge
tzdata                        2025b            h78e105d_0             conda-forge
wget                          1.21.4           hda4d442_0             conda-forge
xorg-libice                   1.1.2            hb9d3cd8_0             conda-forge
xorg-libsm                    1.2.6            he73a12e_0             conda-forge
xorg-libx11                   1.8.12           h4f16b4b_0             conda-forge
xorg-libxau                   1.0.12           hb9d3cd8_0             conda-forge
xorg-libxdmcp                 1.1.5            hb9d3cd8_0             conda-forge
xorg-libxext                  1.3.6            hb9d3cd8_0             conda-forge
xorg-libxfixes                6.0.1            hb9d3cd8_0             conda-forge
xorg-libxi                    1.8.2            hb9d3cd8_0             conda-forge
xorg-libxrandr                1.5.4            hb9d3cd8_0             conda-forge
xorg-libxrender               0.9.12           hb9d3cd8_0             conda-forge
xorg-libxt                    1.3.1            hb9d3cd8_0             conda-forge
xorg-libxtst                  1.2.5            hb9d3cd8_3             conda-forge
zlib                          1.3.1            hb9d3cd8_2             conda-forge
zstd                          1.5.7            hb8e6e7a_2             conda-forge
