# packages in environment at /mount/britton/Jose/conda-envs/NanoPlot:
#
# Name                              Version          Build                 Channel
libgrpc                             1.73.1           h1e535eb_0            conda-forge
libiconv                            1.18             h4ce23a2_1            conda-forge
liblapack                           3.9.0            34_h7ac8fdf_openblas  conda-forge
liblzma                             5.8.1            hb9d3cd8_2            conda-forge
libmpdec                            4.0.0            hb9d3cd8_0            conda-forge
libnghttp2                          1.64.0           h161d5f1_0            conda-forge
libopenblas                         0.3.30           pthreads_h94d23a6_1   conda-forge
libopentelemetry-cpp                1.21.0           hb9b0907_1            conda-forge
libopentelemetry-cpp-headers        1.21.0           ha770c72_1            conda-forge
libparquet                          21.0.0           h790f06f_1_cpu        conda-forge
libpng                              1.6.50           h421ea60_1            conda-forge
libprotobuf                         6.31.1           h9ef548d_1            conda-forge
libre2-11                           2025.07.22       h7b12aa8_0            conda-forge
libsqlite                           3.50.4           h0c1763c_0            conda-forge
libssh2                             1.11.1           hcf80075_0            conda-forge
libstdcxx                           15.1.0           h8f9b012_4            conda-forge
libstdcxx-ng                        15.1.0           h4852527_4            conda-forge
libthrift                           0.22.0           h454ac66_1            conda-forge
libutf8proc                         2.10.0           h202a827_0            conda-forge
libuuid                             2.38.1           h0b41bf4_0            conda-forge
libxml2                             2.13.8           h2cb61b6_1            conda-forge
libzlib                             1.3.1            hb9d3cd8_2            conda-forge
logistro                            1.1.0            pyhe01879c_0          conda-forge
lz4-c                               1.10.0           h5888daf_1            conda-forge
nanoget                             1.19.3           pyhdfd78af_0          bioconda
nanoplot                            1.46.0           pyhdfd78af_0          bioconda
narwhals                            2.0.1            pyhe01879c_0          conda-forge
ncurses                             6.5              h2d0b736_3            conda-forge
nlohmann_json                       3.12.0           h3f2d84a_0            conda-forge
numpy                               2.3.2            py313hf6604e3_0       conda-forge
openssl                             3.5.2            h26f9b46_0            conda-forge
orc                                 2.2.0            h1bc01a4_0            conda-forge
orjson                              3.11.1           py313h843e2db_0       conda-forge
packaging                           25.0             pyh29332c3_1          conda-forge
pandas                              2.3.1            py313h08cd8bf_0       conda-forge
pip                                 25.2             pyh145f28c_0          conda-forge
plotly                              6.2.0            pyhd8ed1ab_0          conda-forge
prometheus-cpp                      1.3.0            ha5d0236_0            conda-forge
pyarrow                             21.0.0           py313h78bf25f_0       conda-forge
pyarrow-core                        21.0.0           py313he109ebe_0_cpu   conda-forge
pysam                               0.23.3           py313h7c062c9_1       bioconda
python                              3.13.5           hec9711d_102_cp313    conda-forge
python-dateutil                     2.9.0.post0      pyhe01879c_2          conda-forge
python-kaleido                      1.0.0            pyhe01879c_0          conda-forge
python-tzdata                       2025.2           pyhd8ed1ab_0          conda-forge
python_abi                          3.13             8_cp313               conda-forge
pytz                                2025.2           pyhd8ed1ab_0          conda-forge
re2                                 2025.07.22       h5a314c3_0            conda-forge
readline                            8.2              h8c095d6_2            conda-forge
s2n                                 1.5.23           h8e187f5_0            conda-forge
scipy                               1.16.0           py313h86fcf2b_0       conda-forge
simplejson                          3.20.1           py313h536fd9c_0       conda-forge
six                                 1.17.0           pyhe01879c_1          conda-forge
snappy                              1.2.2            h03e3b7b_0            conda-forge
tk                                  8.6.13           noxft_hd72426e_102    conda-forge
tzdata                              2025b            h78e105d_0            conda-forge
zlib                                1.3.1            hb9d3cd8_2            conda-forge
zstd                                1.5.7            hb8e6e7a_2            conda-forge
